transaction_id,customer_id,card_id,amount,transaction_date,status,channel,category
8187,1543,21,57214,2024-08-07,cancel,offline,쇼핑
8188,3306,4,90318,2024-11-04,paid,mobile,의료
8189,3097,14,56542,2024-01-09,paid,offline,교육
8190,5455,17,65700,2024-08-08,paid,offline,외식
8191,273,10,59460,2024-04-03,paid,online,쇼핑
8192,1228,47,55817,2024-07-31,paid,offline,쇼핑
8193,9576,29,122933,2024-11-18,paid,offline,가전
8194,900,20,87367,2024-07-01,paid,mobile,외식
8195,6877,23,35288,2024-12-02,refund,mobile,의료
8196,9275,3,88252,2024-08-02,cancel,online,외식
8197,302,39,8888,2024-03-31,paid,mobile,식품
8198,9333,2,328038,2024-04-07,paid,mobile,여행
8199,8804,44,553031,2024-08-03,cancel,mobile,쇼핑
8200,6740,45,58306,2024-05-21,paid,online,문화
8201,6881,24,227630,2024-04-13,paid,offline,쇼핑
8202,3176,40,36880,2024-08-19,cancel,mobile,쇼핑
8203,79,39,59575,2024-09-04,paid,mobile,외식
8204,1863,17,93216,2024-03-19,paid,online,의료
8205,7016,18,25824,2024-07-11,paid,mobile,주유
8206,9069,41,48537,2024-05-19,refund,mobile,쇼핑
8207,6159,37,34648,2024-11-18,paid,online,쇼핑
8208,5676,42,7822,2024-08-08,paid,offline,주유
8209,7265,19,32874,2024-07-23,paid,online,주유
8210,6017,47,53452,2024-01-18,paid,offline,교육
8211,2387,36,59596,2024-07-01,cancel,mobile,외식
8212,5030,27,62299,2024-08-09,paid,online,외식
8213,8562,11,519469,2024-05-27,paid,mobile,여행
8214,4779,13,71498,2024-03-20,paid,mobile,교육
8215,5642,48,46934,2024-05-17,paid,offline,교육
8216,1356,48,115516,2024-11-18,refund,offline,문화
8217,2784,39,11307,2024-08-13,paid,mobile,주유
8218,8826,41,14144,2024-03-03,cancel,offline,외식
8219,460,35,76890,2024-10-04,paid,online,쇼핑
8220,5470,17,83737,2024-09-12,paid,mobile,외식
8221,357,12,31276,2024-10-25,cancel,mobile,쇼핑
8222,1209,3,202401,2024-08-26,paid,offline,가전
8223,5310,27,292284,2024-04-05,cancel,mobile,여행
8224,7262,31,39754,2024-12-28,paid,offline,교육
8225,854,7,243175,2024-02-20,paid,offline,가전
8226,193,11,107512,2024-10-31,paid,online,여행
8227,1737,12,27081,2024-02-21,cancel,online,의료
8228,3444,23,25171,2024-03-02,paid,offline,외식
8229,4118,19,117243,2024-10-21,cancel,offline,쇼핑
8230,7262,35,31691,2024-12-03,paid,offline,문화
8231,5656,7,350304,2024-02-14,paid,online,교육
8232,7533,27,51632,2024-03-04,paid,offline,가전
8233,8022,13,28749,2024-01-02,paid,mobile,의료
8234,7129,17,35300,2024-08-19,cancel,mobile,문화
8235,890,41,23879,2024-06-06,cancel,mobile,주유
8236,8364,1,34016,2024-01-23,paid,offline,문화
8237,8375,30,8603,2024-10-21,paid,online,외식
8238,4415,13,42992,2024-04-20,paid,offline,식품
8239,1355,44,69085,2024-10-03,paid,online,여행
8240,9403,35,27879,2024-03-17,paid,offline,교육
8241,3627,35,74483,2024-10-31,paid,offline,여행
8242,8624,26,36380,2024-02-15,paid,online,의료
8243,776,9,38534,2024-06-29,paid,online,주유
8244,8137,29,17209,2024-12-17,refund,online,주유
8245,6565,37,20077,2024-02-09,paid,online,문화
8246,4013,29,27110,2024-03-01,paid,online,외식
8247,1310,2,127952,2024-05-17,paid,online,교육
8248,2781,10,45515,2024-09-02,paid,online,문화
8249,6119,45,79772,2024-01-08,refund,offline,쇼핑
8250,3780,44,64477,2024-10-26,refund,mobile,쇼핑
8251,6075,37,46993,2024-09-16,paid,online,외식
8252,1079,5,16183,2024-01-02,paid,offline,주유
8253,1232,2,59949,2024-05-17,paid,online,쇼핑
8254,3019,34,29948,2024-12-17,paid,offline,외식
8255,4015,17,28529,2024-06-27,paid,online,외식
8256,446,12,64373,2024-08-08,cancel,offline,교육
8257,1909,25,16189,2024-12-19,paid,online,주유
8258,1034,8,41768,2024-03-22,paid,mobile,의료
8259,9385,31,19681,2024-01-03,paid,mobile,쇼핑
8260,4664,2,24898,2024-05-29,paid,offline,외식
8261,500,30,203490,2024-07-30,paid,offline,쇼핑
8262,7649,9,12502,2024-07-03,paid,online,외식
8263,5640,44,52249,2024-12-16,paid,mobile,외식
8264,3655,23,12987,2024-04-16,paid,mobile,식품
8265,2908,17,13254,2024-01-12,refund,online,식품
8266,9290,19,37131,2024-05-24,paid,offline,식품
8267,7482,24,65297,2024-08-28,paid,online,교육
8268,8060,30,119070,2024-03-27,cancel,mobile,패션
8269,8848,50,16772,2024-01-25,paid,offline,문화
8270,2649,47,27332,2024-06-17,paid,online,외식
8271,8563,32,24505,2024-05-03,paid,offline,의료
8272,191,35,91220,2024-05-21,cancel,offline,가전
8273,4629,50,36198,2024-10-17,cancel,offline,주유
8274,9563,29,18646,2024-02-10,refund,online,문화
8275,945,21,51189,2024-04-15,paid,online,외식
8276,1056,15,33455,2024-12-09,paid,mobile,문화
8277,479,27,16703,2024-12-21,paid,mobile,식품
8278,8584,33,58192,2024-12-03,paid,mobile,가전
8279,6205,13,139567,2024-07-11,paid,mobile,여행
8280,9634,43,76971,2024-12-05,paid,online,의료
8281,7201,34,12382,2024-01-30,paid,mobile,식품
8282,2701,41,124101,2024-10-28,paid,offline,여행
8283,5220,35,223873,2024-06-21,paid,online,여행
8284,1161,20,33264,2024-12-13,paid,online,쇼핑
8285,3430,17,154876,2024-08-05,paid,offline,쇼핑
8286,4846,33,122038,2024-10-25,paid,online,교육
8287,5876,45,29382,2024-12-16,refund,online,패션
8288,1620,48,28564,2024-12-17,paid,mobile,쇼핑
8289,1668,20,92271,2024-04-23,paid,online,패션
8290,4739,25,479524,2024-08-18,cancel,offline,여행
8291,2699,37,23215,2024-11-18,paid,online,패션
8292,8934,13,154767,2024-01-18,paid,online,쇼핑
8293,520,16,10103,2024-07-17,paid,online,주유
8294,2218,49,60732,2024-04-17,paid,offline,가전
8295,8051,22,142304,2024-11-21,paid,mobile,여행
8296,3760,5,14650,2024-03-16,paid,online,주유
8297,5477,28,24762,2024-07-18,paid,offline,문화
8298,972,33,26957,2024-02-02,paid,online,의료
8299,3351,32,43965,2024-10-19,paid,offline,패션
8300,371,23,114654,2024-11-30,paid,offline,여행
8301,4045,47,55667,2024-12-29,paid,online,주유
8302,9893,43,417881,2024-04-17,paid,online,여행
8303,6993,32,14263,2024-08-27,paid,offline,의료
8304,7639,33,84356,2024-11-10,paid,online,쇼핑
8305,6839,7,360336,2024-09-03,paid,online,여행
8306,2992,34,12359,2024-08-12,paid,offline,의료
8307,628,48,109257,2024-01-13,paid,offline,가전
8308,693,29,324624,2024-02-25,paid,online,가전
8309,3564,45,32744,2024-08-04,paid,mobile,교육
8310,3283,47,54890,2024-06-03,paid,mobile,교육
8311,7932,12,102431,2024-03-06,cancel,mobile,가전
8312,7021,19,36154,2024-08-31,paid,offline,여행
8313,2959,35,105446,2024-07-12,paid,mobile,문화
8314,5152,49,47291,2024-09-17,refund,online,가전
8315,6542,14,69627,2024-04-05,paid,online,교육
8316,272,14,29993,2024-07-01,paid,mobile,문화
8317,851,3,70105,2024-12-18,cancel,mobile,패션
8318,4405,42,15714,2024-02-06,paid,online,식품
8319,4686,45,144293,2024-10-22,paid,online,문화
8320,7499,4,113087,2024-10-13,paid,offline,쇼핑
8321,2153,49,25647,2024-02-09,paid,offline,교육
8322,4895,47,81280,2024-01-03,cancel,online,교육
8323,2546,3,93883,2024-07-16,paid,mobile,문화
8324,3181,5,20608,2024-08-09,paid,online,식품
8325,5615,15,43801,2024-05-02,paid,mobile,의료
8326,5608,15,52684,2024-11-01,refund,mobile,패션
8327,5162,25,58160,2024-05-25,paid,offline,외식
8328,5775,48,76123,2024-12-02,paid,mobile,주유
8329,6205,14,47834,2024-08-16,paid,mobile,쇼핑
8330,2271,10,102578,2024-12-07,paid,mobile,쇼핑
8331,7891,35,60098,2024-06-30,paid,online,여행
8332,4649,22,46214,2024-03-06,paid,mobile,여행
8333,839,40,8081,2024-07-15,paid,online,주유
8334,2330,45,165091,2024-09-01,paid,mobile,여행
8335,8780,12,100266,2024-03-23,cancel,online,교육
8336,3007,16,54817,2024-09-09,paid,offline,패션
8337,2726,12,561876,2024-09-05,paid,online,가전
8338,7905,36,137426,2024-06-14,paid,offline,여행
8339,7909,29,114130,2024-06-21,paid,online,의료
8340,2876,40,11158,2024-04-02,paid,online,주유
8341,5123,1,4739,2024-07-10,paid,mobile,주유
8342,6457,40,26712,2024-08-20,paid,online,쇼핑
8343,1610,39,28942,2024-06-24,paid,online,쇼핑
8344,2622,11,122083,2024-11-22,paid,online,의료
8345,7859,11,12065,2024-02-27,paid,offline,주유
8346,7977,39,19053,2024-02-22,paid,offline,쇼핑
8347,380,39,69331,2024-08-01,cancel,mobile,여행
8348,5749,38,160664,2024-08-05,paid,mobile,외식
8349,4482,32,123381,2024-12-12,paid,offline,가전
8350,3051,39,168822,2024-10-03,paid,offline,쇼핑
8351,8544,18,43486,2024-01-13,paid,mobile,외식
8352,2555,21,388906,2024-07-31,paid,offline,가전
8353,2826,40,14634,2024-04-10,paid,online,식품
8354,16,17,26647,2024-05-16,refund,offline,식품
8355,7339,39,43238,2024-01-17,paid,online,쇼핑
8356,1698,32,47107,2024-02-27,paid,offline,교육
8357,6286,7,112494,2024-02-14,paid,mobile,문화
8358,5854,42,28702,2024-11-30,paid,offline,쇼핑
8359,7732,41,24795,2024-03-09,paid,offline,교육
8360,3330,34,125993,2024-08-19,paid,offline,가전
8361,4138,21,48236,2024-12-14,paid,online,패션
8362,9355,39,61927,2024-05-03,paid,mobile,쇼핑
8363,6286,13,127241,2024-05-14,cancel,online,문화
8364,6995,5,71276,2024-10-07,paid,mobile,의료
8365,7887,7,28783,2024-10-22,paid,online,외식
8366,753,11,121360,2024-04-25,paid,offline,여행
8367,6749,11,390299,2024-10-21,paid,offline,가전
8368,7491,15,49403,2024-03-31,paid,offline,주유
8369,4008,1,7578,2024-07-31,cancel,mobile,주유
8370,2972,48,52003,2024-10-05,paid,mobile,패션
8371,9866,22,44090,2024-11-05,paid,offline,교육
8372,7282,8,463382,2024-04-13,paid,online,여행
8373,5353,41,12713,2024-01-25,paid,offline,식품
8374,4072,45,39730,2024-08-09,paid,mobile,교육
8375,1612,44,31040,2024-03-08,paid,mobile,여행
8376,7284,43,11367,2024-11-21,paid,offline,식품
8377,5769,36,216155,2024-12-15,paid,online,여행
8378,7604,11,16050,2024-10-23,paid,online,교육
8379,5071,48,12190,2024-12-11,paid,offline,주유
8380,6711,49,152373,2024-08-12,paid,mobile,여행
8381,240,43,67630,2024-10-17,paid,mobile,의료
8382,5232,21,9783,2024-10-28,paid,offline,문화
8383,7021,33,52833,2024-04-23,paid,mobile,가전
8384,1653,9,19998,2024-10-25,paid,offline,문화
8385,7846,41,11670,2024-04-07,paid,offline,식품
8386,3929,3,16538,2024-12-24,paid,mobile,외식
8387,836,32,25381,2024-06-09,paid,mobile,외식
8388,8817,26,54584,2024-08-28,paid,online,패션
8389,6370,39,58722,2024-08-06,paid,offline,쇼핑
8390,9079,38,70987,2024-01-08,paid,offline,가전
8391,172,7,238278,2024-08-14,paid,offline,교육
8392,6321,4,115189,2024-02-19,paid,mobile,의료
8393,3085,35,133026,2024-06-24,paid,mobile,가전
8394,1954,29,11512,2024-01-30,paid,mobile,식품
8395,6945,25,207660,2024-06-07,refund,online,쇼핑
8396,4084,6,43380,2024-11-09,paid,mobile,의료
8397,257,33,25052,2024-01-27,paid,offline,외식
8398,6426,47,23174,2024-03-18,paid,offline,의료
8399,2368,40,85146,2024-09-03,paid,mobile,의료
8400,2206,35,304787,2024-10-17,paid,offline,교육
8401,6347,13,249149,2024-05-26,paid,online,가전
8402,6867,18,23340,2024-04-27,paid,offline,교육
8403,1436,31,282991,2024-05-05,cancel,online,쇼핑
8404,7902,10,39554,2024-04-06,paid,offline,주유
8405,9180,26,413056,2024-03-08,paid,online,교육
8406,9394,37,219808,2024-01-04,paid,mobile,패션
8407,9665,41,15165,2024-03-15,cancel,online,외식
8408,7753,10,17197,2024-03-24,cancel,offline,문화
8409,2221,27,12847,2024-07-21,paid,mobile,패션
8410,7676,20,69647,2024-10-08,paid,offline,여행
8411,6941,10,15898,2024-08-07,paid,offline,외식
8412,5478,25,30493,2024-11-26,paid,online,외식
8413,9305,41,22345,2024-09-27,paid,offline,교육
8414,1788,8,50651,2024-10-25,paid,mobile,교육
8415,4633,33,38695,2024-11-09,paid,mobile,패션
8416,3364,28,63651,2024-02-26,paid,online,쇼핑
8417,1943,13,26458,2024-06-21,paid,mobile,가전
8418,9007,34,40022,2024-09-11,paid,mobile,교육
8419,3784,29,37819,2024-11-24,paid,online,식품
8420,55,8,31776,2024-01-16,paid,offline,패션
8421,8703,18,13861,2024-07-17,paid,online,패션
8422,6257,1,118952,2024-11-23,cancel,mobile,문화
8423,1019,28,126834,2024-04-14,paid,offline,여행
8424,4163,4,42484,2024-01-31,paid,offline,의료
8425,9262,26,54140,2024-06-24,refund,offline,교육
8426,8540,37,279428,2024-03-08,cancel,mobile,가전
8427,2190,42,253838,2024-12-20,paid,offline,가전
8428,2015,34,14223,2024-06-01,cancel,offline,식품
8429,4690,39,27076,2024-04-08,paid,offline,식품
8430,6403,45,99600,2024-08-05,cancel,offline,패션
8431,3728,34,52668,2024-05-28,refund,mobile,교육
8432,2487,45,92145,2024-10-21,refund,mobile,식품
8433,4924,2,125412,2024-08-19,cancel,mobile,문화
8434,3285,22,129310,2024-02-28,paid,online,교육
8435,3409,10,4418,2024-03-20,paid,online,주유
8436,2141,37,28684,2024-09-30,paid,offline,의료
8437,4977,49,6477,2024-08-14,paid,online,주유
8438,5538,21,9967,2024-06-27,paid,offline,외식
8439,4788,43,249469,2024-07-03,paid,mobile,가전
8440,9768,12,79559,2024-06-07,paid,online,문화
8441,4457,34,106301,2024-08-31,paid,mobile,교육
8442,8947,49,19978,2024-02-29,paid,offline,외식
8443,3050,49,24083,2024-08-26,paid,online,주유
8444,7859,14,25364,2024-03-21,paid,mobile,외식
8445,7802,49,34658,2024-05-28,cancel,offline,가전
8446,1136,49,35964,2024-01-04,paid,offline,쇼핑
8447,6565,6,24947,2024-04-28,paid,offline,문화
8448,237,45,146191,2024-04-30,paid,online,여행
8449,1911,32,21704,2024-01-21,paid,online,외식
8450,3130,27,17485,2024-11-27,paid,mobile,주유
8451,1227,29,200074,2024-07-30,paid,mobile,여행
8452,5264,37,4819,2024-04-09,paid,offline,주유
8453,4070,23,43116,2024-05-14,paid,online,쇼핑
8454,9832,50,54272,2024-03-04,paid,offline,쇼핑
8455,9297,24,177360,2024-04-17,cancel,offline,여행
8456,4006,20,297982,2024-01-11,refund,offline,문화
8457,5190,32,28284,2024-09-19,paid,online,쇼핑
8458,9097,28,19577,2024-06-11,paid,online,쇼핑
8459,5830,28,249059,2024-06-09,paid,online,외식
8460,1870,12,78878,2024-12-27,paid,offline,쇼핑
8461,962,29,298600,2024-01-02,paid,offline,여행
8462,9644,33,125439,2024-05-07,paid,mobile,패션
8463,1845,42,54088,2024-05-18,paid,online,쇼핑
8464,7140,5,29955,2024-08-03,paid,offline,외식
8465,132,14,210205,2024-08-08,paid,online,가전
8466,5544,16,45995,2024-08-03,cancel,online,패션
8467,1144,40,86928,2024-06-13,paid,offline,여행
8468,2249,46,183604,2024-08-16,paid,online,가전
8469,5408,17,73467,2024-01-29,paid,offline,교육
8470,2401,26,109951,2024-07-23,paid,mobile,문화
8471,9217,11,111588,2024-02-16,paid,online,교육
8472,8719,28,24958,2024-12-15,paid,mobile,교육
8473,8616,16,71216,2024-08-28,paid,offline,가전
8474,5554,16,194309,2024-04-05,paid,online,여행
8475,9214,33,557825,2024-08-29,paid,online,여행
8476,1036,10,13604,2024-08-15,paid,mobile,외식
8477,9908,22,109685,2024-10-10,paid,mobile,쇼핑
8478,193,1,6902,2024-01-07,paid,offline,주유
8479,7132,40,68867,2024-10-14,cancel,mobile,여행
8480,50,12,105842,2024-02-10,paid,mobile,외식
8481,869,47,263671,2024-12-04,paid,online,여행
8482,9525,24,114596,2024-06-22,paid,mobile,쇼핑
8483,5002,25,31008,2024-06-05,paid,online,주유
8484,5817,6,494228,2024-09-14,paid,offline,패션
8485,9177,24,128553,2024-07-27,paid,online,쇼핑
8486,1580,44,17163,2024-02-20,refund,mobile,문화
8487,8472,48,43565,2024-11-26,cancel,mobile,의료
8488,4028,32,216202,2024-12-23,paid,offline,가전
8489,7722,31,9768,2024-01-10,paid,offline,주유
8490,3983,27,23789,2024-04-19,paid,mobile,식품
8491,7111,30,219801,2024-12-16,paid,online,여행
8492,1315,46,17085,2024-02-19,paid,online,식품
8493,814,18,24756,2024-07-28,cancel,mobile,의료
8494,2254,45,170943,2024-05-30,paid,offline,가전
8495,5471,32,96969,2024-07-03,paid,mobile,여행
8496,4816,15,54467,2024-10-02,cancel,offline,가전
8497,1904,18,356243,2024-02-17,paid,online,여행
8498,1925,22,33269,2024-08-26,paid,mobile,주유
8499,9532,12,16899,2024-02-19,cancel,online,외식
8500,6846,22,14249,2024-04-13,paid,mobile,외식
8501,6989,16,58870,2024-08-04,paid,offline,외식
8502,9453,25,42544,2024-11-11,paid,mobile,주유
8503,2966,23,46244,2024-10-29,paid,offline,교육
8504,6010,2,108241,2024-10-08,paid,online,가전
8505,6789,6,23765,2024-02-14,paid,online,문화
8506,8805,12,35699,2024-12-17,paid,mobile,식품
8507,8049,2,4723,2024-01-05,paid,mobile,주유
8508,3399,27,48834,2024-07-04,paid,online,의료
8509,8672,8,20768,2024-12-15,paid,offline,식품
8510,6066,24,176613,2024-05-01,paid,online,교육
8511,8094,6,53147,2024-03-31,paid,offline,교육
8512,1130,3,19961,2024-08-06,paid,mobile,식품
8513,7667,21,276920,2024-05-28,paid,offline,여행
8514,7885,27,88867,2024-11-30,paid,mobile,의료
8515,5232,14,45466,2024-11-16,cancel,online,패션
8516,7734,17,399689,2024-11-17,paid,mobile,여행
8517,5118,43,189290,2024-01-15,paid,online,패션
8518,2376,31,154774,2024-06-21,paid,online,의료
8519,2625,30,27879,2024-07-09,paid,mobile,외식
8520,8772,45,6553,2024-04-05,paid,online,외식
8521,8774,23,21848,2024-01-09,paid,mobile,쇼핑
8522,3511,25,18669,2024-10-14,paid,mobile,쇼핑
8523,153,31,76299,2024-06-18,paid,offline,식품
8524,8064,46,56638,2024-08-04,paid,online,문화
8525,7666,44,119982,2024-07-23,paid,mobile,여행
8526,8955,2,29122,2024-04-22,paid,online,문화
8527,3396,10,47827,2024-04-22,paid,online,문화
8528,8617,26,17545,2024-06-08,paid,online,외식
8529,6260,14,85380,2024-04-01,paid,mobile,쇼핑
8530,928,42,7716,2024-05-04,paid,mobile,문화
8531,8473,50,118730,2024-12-02,paid,mobile,쇼핑
8532,7409,15,127821,2024-09-23,paid,mobile,여행
8533,5866,33,120871,2024-07-02,paid,offline,가전
8534,1269,6,7145,2024-12-09,paid,mobile,문화
8535,616,15,40899,2024-07-01,paid,offline,문화
8536,7518,21,154731,2024-07-30,paid,mobile,가전
8537,1105,50,95942,2024-05-15,paid,mobile,식품
8538,4760,27,37761,2024-10-18,paid,online,가전
8539,8107,29,106098,2024-03-30,cancel,offline,패션
8540,2408,11,31679,2024-12-04,paid,online,문화
8541,9863,13,81243,2024-08-20,paid,offline,교육
8542,8280,31,24859,2024-05-19,cancel,online,패션
8543,9830,32,25815,2024-10-29,refund,offline,쇼핑
8544,1983,34,27695,2024-09-08,paid,online,의료
8545,1094,22,70331,2024-10-28,refund,offline,주유
8546,2545,34,22227,2024-10-30,cancel,mobile,교육
8547,3271,25,13377,2024-12-29,paid,mobile,주유
8548,5519,10,33816,2024-09-29,paid,online,식품
8549,3659,6,160158,2024-04-29,paid,mobile,여행
8550,6481,32,92824,2024-09-18,paid,offline,여행
8551,7862,9,77351,2024-06-17,paid,online,주유
8552,9001,25,37990,2024-01-05,paid,online,외식
8553,4712,23,41391,2024-01-13,paid,online,문화
8554,8108,19,11036,2024-01-20,paid,online,식품
8555,4917,28,222967,2024-06-05,paid,mobile,여행
8556,1534,29,196125,2024-09-03,paid,mobile,의료
8557,2758,47,94930,2024-08-28,paid,online,의료
8558,3564,42,56892,2024-10-07,paid,online,외식
8559,5368,32,60403,2024-02-26,paid,offline,문화
8560,5756,44,69646,2024-01-31,paid,mobile,주유
8561,7100,24,18323,2024-03-27,paid,offline,주유
8562,5784,31,37638,2024-02-06,paid,offline,패션
8563,6701,12,18451,2024-01-03,cancel,offline,문화
8564,119,43,123414,2024-02-20,paid,offline,가전
8565,12,26,6779,2024-01-15,paid,online,주유
8566,1577,40,24650,2024-10-21,refund,offline,문화
8567,8028,40,584768,2024-08-16,paid,mobile,쇼핑
8568,6680,29,17062,2024-10-03,paid,online,주유
8569,7596,41,171439,2024-06-10,paid,mobile,패션
8570,3808,11,90869,2024-03-11,paid,mobile,의료
8571,5096,39,43980,2024-08-17,paid,offline,패션
8572,8413,45,137044,2024-12-26,paid,mobile,교육
8573,725,10,174182,2024-10-24,paid,offline,패션
8574,2808,13,40799,2024-11-24,paid,mobile,패션
8575,5805,23,78459,2024-05-23,paid,mobile,가전
8576,8747,2,80258,2024-02-19,paid,offline,가전
8577,2840,14,37181,2024-11-19,paid,online,문화
8578,1566,10,117218,2024-10-22,paid,online,의료
8579,402,3,9740,2024-03-18,paid,offline,주유
8580,2005,23,49481,2024-08-11,paid,offline,교육
8581,4961,47,5629,2024-12-19,cancel,mobile,식품
8582,7771,39,55403,2024-07-25,paid,mobile,의료
8583,2859,32,41477,2024-04-15,paid,mobile,외식
8584,5768,39,49220,2024-08-18,paid,offline,의료
8585,418,16,17814,2024-07-31,paid,online,쇼핑
8586,4238,33,32104,2024-09-04,paid,offline,패션
8587,2057,25,118117,2024-03-12,cancel,online,쇼핑
8588,2432,11,94879,2024-10-05,paid,online,식품
8589,7235,32,28104,2024-03-23,paid,online,외식
8590,6275,29,82689,2024-11-16,cancel,online,쇼핑
8591,8071,40,77274,2024-04-19,refund,mobile,가전
8592,4015,9,13427,2024-05-23,paid,online,외식
8593,495,43,32537,2024-09-30,paid,online,의료
8594,3298,49,15328,2024-09-13,paid,mobile,식품
8595,8927,41,168624,2024-07-10,paid,offline,가전
8596,7918,9,7005,2024-08-07,paid,offline,외식
8597,7664,1,8816,2024-06-23,paid,offline,외식
8598,8833,19,45376,2024-05-19,paid,online,식품
8599,2944,26,115430,2024-10-27,paid,online,가전
8600,4648,5,150736,2024-02-28,paid,offline,가전
8601,219,12,281610,2024-07-01,paid,online,여행
8602,6674,34,597771,2024-04-07,paid,offline,가전
8603,5271,23,94654,2024-05-10,paid,offline,의료
8604,8697,44,969126,2024-06-21,paid,online,여행
8605,232,28,23262,2024-09-29,cancel,offline,식품
8606,4068,19,140448,2024-12-13,paid,online,여행
8607,4142,35,376184,2024-04-20,paid,online,여행
8608,4597,12,79144,2024-02-18,cancel,offline,문화
8609,9027,26,27923,2024-05-05,paid,offline,문화
8610,5115,10,226371,2024-12-10,paid,offline,외식
8611,2440,47,26303,2024-11-16,paid,mobile,문화
8612,8774,19,38313,2024-04-20,paid,offline,의료
8613,7118,28,20253,2024-09-09,paid,offline,외식
8614,5233,50,97301,2024-03-21,paid,offline,가전
8615,1229,47,113756,2024-06-26,paid,offline,쇼핑
8616,1210,33,111565,2024-05-28,paid,online,의료
8617,8,45,52221,2024-03-13,paid,mobile,쇼핑
8618,3949,12,19009,2024-12-04,paid,mobile,주유
8619,2202,3,30600,2024-05-14,paid,online,의료
8620,5422,26,38893,2024-07-04,paid,online,주유
8621,1670,13,30311,2024-03-01,cancel,mobile,식품
8622,2156,16,8645,2024-07-17,paid,offline,문화
8623,749,3,127935,2024-12-20,cancel,online,문화
8624,9882,7,48654,2024-11-04,paid,mobile,패션
8625,9537,46,16644,2024-11-11,paid,mobile,주유
8626,8161,15,255708,2024-11-28,paid,online,문화
8627,3006,38,47833,2024-07-12,paid,offline,쇼핑
8628,7139,8,113596,2024-04-30,cancel,offline,교육
8629,6931,21,56815,2024-03-22,paid,mobile,패션
8630,8597,28,86800,2024-02-14,paid,online,식품
8631,9471,36,30776,2024-04-20,cancel,mobile,문화
8632,5665,9,8440,2024-11-04,cancel,online,주유
8633,8804,32,449228,2024-07-25,refund,online,교육
8634,5407,21,357844,2024-12-29,paid,offline,패션
8635,4841,16,15005,2024-07-13,cancel,online,식품
8636,7028,45,91014,2024-05-11,paid,online,가전
8637,9813,49,26737,2024-01-10,paid,online,의료
8638,4625,44,83675,2024-03-03,paid,online,여행
8639,1677,18,11181,2024-06-28,paid,online,의료
8640,7761,20,87312,2024-04-06,paid,offline,문화
8641,2463,16,42913,2024-11-12,refund,offline,의료
8642,6402,14,11831,2024-07-11,paid,mobile,외식
8643,1778,1,72151,2024-05-14,paid,mobile,교육
8644,388,50,29478,2024-03-11,paid,offline,쇼핑
8645,7902,17,33293,2024-08-14,paid,online,패션
8646,8892,35,7009,2024-08-05,paid,online,문화
8647,2053,38,62099,2024-05-06,paid,mobile,교육
8648,2265,22,14729,2024-02-04,paid,offline,문화
8649,4921,28,63267,2024-12-21,paid,offline,쇼핑
8650,4373,36,52593,2024-08-27,paid,mobile,문화
8651,3335,30,10349,2024-10-21,paid,online,외식
8652,8025,31,50965,2024-10-08,paid,offline,쇼핑
8653,907,49,87680,2024-11-27,paid,offline,문화
8654,3828,30,52861,2024-02-26,paid,online,가전
8655,4730,39,62191,2024-10-07,refund,offline,가전
8656,1995,13,77970,2024-07-22,paid,mobile,여행
8657,6650,34,81057,2024-03-28,paid,online,의료
8658,3945,40,69232,2024-03-21,paid,online,패션
8659,7251,23,119063,2024-12-02,paid,mobile,쇼핑
8660,7865,10,34881,2024-03-01,paid,mobile,외식
8661,7180,3,62818,2024-08-14,paid,offline,교육
8662,5439,19,17616,2024-09-14,paid,offline,교육
8663,467,15,9662,2024-06-24,paid,mobile,주유
8664,5638,23,84381,2024-01-10,paid,online,패션
8665,9419,6,29074,2024-05-04,paid,mobile,가전
8666,3230,12,59052,2024-11-26,cancel,online,패션
8667,7673,31,279942,2024-09-01,paid,offline,가전
8668,3199,28,82035,2024-07-15,paid,mobile,교육
8669,6228,23,436124,2024-09-15,paid,online,가전
8670,4966,40,19025,2024-08-14,paid,mobile,식품
8671,4826,8,175476,2024-01-05,paid,offline,여행
8672,4597,42,63551,2024-01-31,paid,online,외식
8673,281,14,46093,2024-02-04,paid,offline,의료
8674,6459,38,109218,2024-12-10,paid,mobile,외식
8675,5819,50,34247,2024-12-11,paid,offline,주유
8676,7571,42,17351,2024-08-12,paid,online,식품
8677,9105,13,21514,2024-07-25,paid,offline,식품
8678,5591,4,130796,2024-02-12,refund,offline,문화
8679,5926,12,142085,2024-02-07,paid,online,의료
8680,5392,36,51605,2024-08-22,paid,mobile,교육
8681,6337,39,240570,2024-05-08,paid,mobile,가전
8682,2824,44,9537,2024-02-29,cancel,offline,주유
8683,5473,4,137049,2024-06-13,refund,offline,여행
8684,3711,3,17875,2024-11-10,refund,online,문화
8685,1626,43,42490,2024-05-17,paid,offline,문화
8686,9571,45,44790,2024-01-20,paid,online,의료
8687,8660,15,35274,2024-03-20,paid,offline,식품
8688,3459,35,110881,2024-03-07,cancel,mobile,가전
8689,8556,26,213248,2024-06-27,paid,online,가전
8690,647,24,88002,2024-05-31,paid,offline,문화
8691,4529,50,38001,2024-11-04,paid,online,외식
8692,4448,49,386030,2024-06-07,paid,mobile,여행
8693,546,29,16523,2024-12-25,paid,online,식품
8694,7765,2,33854,2024-12-21,paid,mobile,쇼핑
8695,2125,35,21274,2024-06-07,paid,mobile,문화
8696,773,47,70434,2024-04-18,paid,mobile,의료
