order_id,user_id,order_date,order_datetime,status,total_amount,items_amount,discount_amount,discount_rate,shipping_fee,payment_method,device,channel,shipping_region,coupon_used,refund_date
21972,6449,14OCT2025,14OCT2025:02:32:27,paid,498700,498700,0,0.0,0,transfer,pc,paid_search,경기,0,
21973,45202,01MAY2026,01MAY2026:09:32:52,paid,58905,69300,10395,15.0,0,card,mobile,social,서울,0,
21974,1285,08MAR2026,08MAR2026:17:06:56,refunded,6895,4100,205,5.0,3000,naver,mobile,organic,부산,0,12MAR2026
21975,19646,01AUG2024,01AUG2024:16:13:41,paid,1014700,1014700,0,0.0,0,card,mobile,organic,경남,0,
21976,15855,06DEC2025,06DEC2025:04:56:52,paid,328800,328800,0,0.0,0,card,mobile,email,서울,0,
21977,25293,23OCT2024,23OCT2024:11:16:23,paid,46600,46600,0,0.0,0,transfer,mobile,email,경기,0,
21978,544,23JAN2026,23JAN2026:15:03:08,paid,47900,47900,0,0.0,0,card,mobile,social,서울,0,
21979,1834,12MAR2025,12MAR2025:12:16:42,paid,453400,453400,0,0.0,0,card,mobile,social,서울,0,
21980,25894,21SEP2024,21SEP2024:03:20:40,paid,56790,63100,6310,10.0,0,card,mobile,paid_search,전남,0,
21981,1275,19MAY2025,19MAY2025:03:28:22,paid,514700,514700,0,0.0,0,card,mobile,organic,인천,0,
21982,22594,25MAY2026,25MAY2026:23:13:29,refunded,1357740,1429200,71460,5.0,0,card,mobile,paid_search,경기,0,05JUN2026
21983,37312,15JUN2026,15JUN2026:23:54:12,refunded,65875,77500,11625,15.0,0,card,pc,social,광주,0,22JUN2026
21984,2883,31JAN2026,31JAN2026:18:42:01,paid,36090,40100,4010,10.0,0,card,tablet,paid_search,충북,0,
21985,16205,08MAY2025,08MAY2025:20:50:32,paid,74400,74400,0,0.0,0,card,pc,email,충남,0,
21986,26136,18APR2025,18APR2025:10:27:44,pending,33680,42100,8420,20.0,0,card,pc,organic,전북,0,
21987,11897,09JAN2025,09JAN2025:12:40:24,paid,597330,663700,66370,10.0,0,card,pc,organic,제주,0,
21988,42090,31OCT2024,31OCT2024:17:11:25,paid,2512800,2512800,0,0.0,0,card,pc,organic,경기,0,
21989,11626,21OCT2025,21OCT2025:10:05:35,paid,43795,46100,2305,5.0,0,kakao,mobile,organic,서울,0,
21990,47377,07DEC2025,07DEC2025:17:21:58,paid,1588480,1868800,280320,15.0,0,etc,mobile,paid_search,대구,0,
21991,15032,27OCT2025,27OCT2025:03:31:27,pending,76285,80300,4015,5.0,0,card,mobile,paid_search,경기,0,
21992,21755,15FEB2026,15FEB2026:12:54:21,paid,1776600,1776600,0,0.0,0,kakao,mobile,email,경기,0,
21993,33994,23JAN2025,23JAN2025:09:18:27,paid,100225,105500,5275,5.0,0,transfer,pc,social,서울,0,
21994,5650,08AUG2025,08AUG2025:18:22:32,paid,93960,104400,10440,10.0,0,naver,mobile,organic,경기,0,
21995,11672,31AUG2025,31AUG2025:17:46:22,paid,113475,133500,20025,15.0,0,card,mobile,organic,대구,1,
21996,14479,22FEB2026,22FEB2026:08:57:47,paid,525200,525200,0,0.0,0,kakao,mobile,email,서울,1,
21997,34283,16SEP2025,16SEP2025:06:12:01,paid,543780,604200,60420,10.0,0,naver,pc,direct,서울,0,
21998,26519,05NOV2025,05NOV2025:04:51:23,paid,1035720,1150800,115080,10.0,0,card,mobile,social,충남,0,
21999,26683,12FEB2025,12FEB2025:04:13:48,paid,162180,190800,28620,15.0,0,naver,mobile,organic,부산,0,
22000,41364,21NOV2025,21NOV2025:22:51:01,cancelled,13600,10600,0,0.0,3000,transfer,pc,email,서울,0,
22001,48759,24FEB2026,24FEB2026:08:03:32,paid,717000,717000,0,0.0,0,card,mobile,paid_search,서울,0,
22002,35781,02FEB2025,02FEB2025:00:14:20,paid,86355,90900,4545,5.0,0,kakao,pc,organic,경기,0,
22003,48714,28APR2026,28APR2026:19:16:09,paid,31800,28800,0,0.0,3000,kakao,mobile,social,인천,0,
22004,32628,07JUL2025,07JUL2025:02:10:33,paid,119600,119600,0,0.0,0,transfer,pc,paid_search,충북,0,
22005,18686,11DEC2025,11DEC2025:19:37:53,paid,1464400,1464400,0,0.0,0,card,tablet,direct,충남,0,
22006,8920,16APR2026,16APR2026:12:50:01,paid,20300,17300,0,0.0,3000,card,mobile,organic,경북,0,
22007,44236,29DEC2025,29DEC2025:15:15:10,pending,12690,11400,1710,15.0,3000,card,mobile,organic,서울,0,
22008,33751,05MAR2026,05MAR2026:22:09:44,paid,110800,110800,0,0.0,0,card,pc,paid_search,인천,0,
22009,31622,26APR2026,26APR2026:16:05:51,paid,110010,115800,5790,5.0,0,kakao,mobile,direct,전남,0,
22010,6823,27OCT2025,27OCT2025:19:21:14,paid,420800,420800,0,0.0,0,card,mobile,organic,경기,0,
22011,7315,03MAR2025,03MAR2025:22:45:31,paid,1099055,1156900,57845,5.0,0,transfer,mobile,social,경기,0,
22012,13040,06JAN2026,06JAN2026:17:03:15,paid,89800,89800,0,0.0,0,card,mobile,social,광주,0,
22013,39241,26JAN2026,26JAN2026:03:21:35,pending,810800,810800,0,0.0,0,naver,mobile,email,부산,1,
22014,6246,10DEC2025,10DEC2025:15:12:32,paid,20100,17100,0,0.0,3000,card,mobile,organic,경기,1,
22015,9741,27OCT2025,27OCT2025:09:12:18,paid,42400,42400,0,0.0,0,kakao,mobile,direct,서울,0,
22016,9132,12JAN2025,12JAN2025:13:04:35,refunded,1019500,1019500,0,0.0,0,kakao,mobile,paid_search,경기,0,21JAN2025
22017,21533,16NOV2025,16NOV2025:01:46:41,paid,32900,29900,0,0.0,3000,card,mobile,social,경남,0,
22018,34219,08DEC2024,08DEC2024:15:07:46,cancelled,622345,655100,32755,5.0,0,card,pc,email,부산,0,
22019,3543,30DEC2025,30DEC2025:06:07:21,cancelled,98010,108900,10890,10.0,0,card,mobile,direct,충남,0,
22020,45070,24MAR2026,24MAR2026:17:10:00,paid,463200,463200,0,0.0,0,kakao,mobile,social,서울,0,
22021,35652,02MAR2026,02MAR2026:20:05:14,refunded,11600,8600,0,0.0,3000,card,mobile,paid_search,광주,1,14MAR2026
22022,17959,24APR2026,24APR2026:03:51:36,paid,140700,140700,0,0.0,0,naver,mobile,paid_search,전북,0,
22023,3482,06FEB2025,06FEB2025:22:46:20,paid,914900,914900,0,0.0,0,kakao,mobile,paid_search,서울,0,
22024,4980,27MAY2026,27MAY2026:00:11:08,paid,94900,94900,0,0.0,0,transfer,mobile,email,경기,0,
22025,16406,25FEB2026,25FEB2026:13:27:10,cancelled,59660,62800,3140,5.0,0,card,mobile,organic,울산,0,
22026,21066,16APR2025,16APR2025:13:33:21,paid,222300,222300,0,0.0,0,naver,pc,email,전북,0,
22027,46163,27MAY2025,27MAY2025:17:14:12,paid,51170,60200,9030,15.0,0,kakao,mobile,direct,경기,0,
22028,31101,19OCT2024,19OCT2024:21:16:12,paid,653225,768500,115275,15.0,0,naver,tablet,social,부산,0,
22029,30668,28FEB2026,28FEB2026:03:24:44,paid,66720,83400,16680,20.0,0,card,pc,social,서울,1,
22030,36553,06OCT2025,06OCT2025:12:53:36,paid,43520,51200,7680,15.0,0,naver,tablet,organic,서울,0,
22031,36407,29SEP2025,29SEP2025:23:54:18,paid,38000,38000,0,0.0,0,kakao,mobile,paid_search,인천,0,
22032,49889,05FEB2025,05FEB2025:22:55:21,paid,55590,65400,9810,15.0,0,card,mobile,direct,경기,0,
22033,24217,22MAR2026,22MAR2026:06:36:45,paid,34000,34000,0,0.0,0,naver,pc,social,세종,0,
22034,44950,07MAR2026,07MAR2026:10:56:03,paid,29450,31000,1550,5.0,0,naver,tablet,organic,인천,0,
22035,8290,03APR2026,03APR2026:12:23:02,paid,1262100,1262100,0,0.0,0,card,mobile,paid_search,인천,1,
22036,20192,11APR2025,11APR2025:23:29:22,paid,18400,15400,0,0.0,3000,card,mobile,paid_search,서울,0,
22037,20297,05JUL2025,05JUL2025:09:36:45,pending,1241600,1241600,0,0.0,0,transfer,pc,organic,경기,0,
22038,39488,20MAR2026,20MAR2026:22:07:32,paid,94500,94500,0,0.0,0,etc,mobile,email,경기,0,
22039,15407,26OCT2025,26OCT2025:03:17:22,paid,84800,84800,0,0.0,0,card,mobile,paid_search,인천,0,
22040,12813,03APR2026,03APR2026:06:14:35,paid,154260,171400,17140,10.0,0,card,mobile,paid_search,경남,0,
22041,48445,01SEP2025,01SEP2025:11:01:30,paid,525920,657400,131480,20.0,0,naver,mobile,organic,경기,0,
22042,31894,31MAY2026,31MAY2026:10:52:06,paid,539155,634300,95145,15.0,0,naver,mobile,social,광주,0,
22043,20776,09MAR2025,09MAR2025:00:09:36,paid,74400,74400,0,0.0,0,naver,mobile,organic,서울,1,
22044,45014,08DEC2025,08DEC2025:20:20:20,paid,1173520,1466900,293380,20.0,0,kakao,pc,direct,경기,0,
22045,49203,11FEB2026,11FEB2026:16:54:39,paid,44710,52600,7890,15.0,0,naver,pc,organic,경기,0,
22046,45471,01AUG2024,01AUG2024:21:46:34,paid,88400,104000,15600,15.0,0,card,pc,direct,광주,0,
22047,5229,13MAY2025,13MAY2025:06:57:48,paid,17200,14200,0,0.0,3000,card,mobile,social,대전,0,
22048,21320,13SEP2024,13SEP2024:20:18:18,paid,19800,16800,0,0.0,3000,card,mobile,organic,대구,1,
22049,36096,06MAY2026,06MAY2026:21:46:11,paid,281095,330700,49605,15.0,0,card,mobile,organic,부산,0,
22050,37977,14DEC2025,14DEC2025:15:29:10,paid,52250,55000,2750,5.0,0,kakao,mobile,social,인천,0,
22051,45376,19AUG2025,19AUG2025:03:13:18,paid,153440,191800,38360,20.0,0,card,tablet,paid_search,전남,0,
22052,38034,03MAY2026,03MAY2026:02:54:13,paid,59000,59000,0,0.0,0,card,pc,direct,전북,0,
22053,21737,28AUG2025,28AUG2025:10:27:02,paid,251100,251100,0,0.0,0,card,mobile,paid_search,서울,0,
22054,17786,27FEB2026,27FEB2026:05:03:49,paid,703360,879200,175840,20.0,0,kakao,pc,organic,경기,1,
22055,18094,31JAN2026,31JAN2026:04:17:47,cancelled,2300330,2421400,121070,5.0,0,naver,mobile,organic,경남,0,
22056,5313,21APR2026,21APR2026:01:58:15,paid,70680,74400,3720,5.0,0,card,mobile,direct,부산,0,
22057,41785,14FEB2026,14FEB2026:12:40:14,cancelled,183000,183000,0,0.0,0,kakao,mobile,organic,경남,0,
22058,21538,04APR2025,04APR2025:04:57:28,paid,1859035,2187100,328065,15.0,0,card,mobile,social,제주,0,
22059,31370,16JUN2026,16JUN2026:22:03:42,paid,67920,84900,16980,20.0,0,card,pc,paid_search,경기,0,
22060,39592,30NOV2025,30NOV2025:19:06:58,cancelled,78120,86800,8680,10.0,0,card,mobile,direct,충북,0,
22061,43865,04FEB2026,04FEB2026:00:57:13,paid,6941300,6941300,0,0.0,0,card,mobile,organic,서울,1,
22062,22252,19APR2026,19APR2026:18:34:18,paid,5095400,5095400,0,0.0,0,card,pc,email,경남,0,
22063,19380,23MAR2026,23MAR2026:14:42:54,paid,20170,20200,3030,15.0,3000,card,mobile,organic,서울,0,
22064,24195,01MAY2026,01MAY2026:09:36:54,paid,30400,38000,7600,20.0,0,card,mobile,social,경기,0,
22065,27361,29JUN2026,29JUN2026:23:48:01,paid,2182200,2182200,0,0.0,0,kakao,pc,email,경북,0,
22066,37285,16OCT2025,16OCT2025:13:36:16,paid,1623840,2029800,405960,20.0,0,naver,mobile,direct,강원,0,
22067,33860,11MAR2026,11MAR2026:03:34:29,paid,124000,124000,0,0.0,0,kakao,mobile,social,경기,0,
22068,16712,07JUN2026,07JUN2026:01:49:48,paid,4227700,4227700,0,0.0,0,kakao,mobile,organic,경기,0,
22069,45066,21FEB2026,21FEB2026:10:26:07,paid,451620,501800,50180,10.0,0,kakao,pc,direct,서울,0,
22070,33255,16MAR2026,16MAR2026:00:58:01,paid,363000,363000,0,0.0,0,kakao,pc,organic,제주,0,
22071,25177,22JAN2025,22JAN2025:17:10:20,refunded,91295,96100,4805,5.0,0,card,pc,social,강원,0,25JAN2025
22072,39427,22JUN2026,22JUN2026:23:16:17,paid,3446070,4054200,608130,15.0,0,card,mobile,paid_search,충남,0,
22073,24212,03MAY2026,03MAY2026:04:15:42,paid,173700,173700,0,0.0,0,transfer,mobile,paid_search,서울,0,
22074,29226,31AUG2024,31AUG2024:21:54:37,paid,180320,225400,45080,20.0,0,naver,pc,organic,대구,0,
22075,34788,07APR2026,07APR2026:00:53:15,paid,5653280,7066600,1413320,20.0,0,card,tablet,organic,충남,0,
22076,33000,25MAY2026,25MAY2026:17:54:59,paid,242440,255200,12760,5.0,0,etc,mobile,organic,서울,0,
22077,19750,26DEC2025,26DEC2025:09:38:05,paid,834660,927400,92740,10.0,0,kakao,pc,email,경기,0,
22078,29116,26MAR2026,26MAR2026:10:52:44,paid,71600,71600,0,0.0,0,card,mobile,organic,인천,0,
22079,16450,23MAR2026,23MAR2026:03:12:25,paid,864200,864200,0,0.0,0,card,mobile,organic,경기,0,
22080,41987,01JUL2025,01JUL2025:03:56:29,paid,901000,901000,0,0.0,0,card,mobile,social,광주,0,
22081,13354,02MAY2026,02MAY2026:20:05:17,paid,7545700,7545700,0,0.0,0,kakao,pc,organic,강원,0,
22082,36207,04JUN2025,04JUN2025:04:45:36,paid,82500,82500,0,0.0,0,card,pc,organic,인천,0,
22083,48946,20APR2026,20APR2026:10:51:31,cancelled,107520,134400,26880,20.0,0,transfer,tablet,organic,경기,0,
22084,25423,16FEB2025,16FEB2025:04:10:28,paid,16590,15100,1510,10.0,3000,kakao,mobile,social,서울,1,
22085,15347,17JUN2026,17JUN2026:11:12:40,pending,24040,26300,5260,20.0,3000,transfer,tablet,organic,전북,0,
22086,45518,24APR2026,24APR2026:04:58:48,paid,60320,75400,15080,20.0,0,card,mobile,organic,경남,0,
22087,6504,30JUN2026,30JUN2026:19:45:15,paid,76800,76800,0,0.0,0,etc,mobile,organic,경기,0,
22088,22746,10MAR2026,10MAR2026:13:51:57,paid,218900,218900,0,0.0,0,card,mobile,social,인천,1,
22089,18703,23APR2026,23APR2026:22:47:44,paid,188100,188100,0,0.0,0,kakao,mobile,organic,인천,0,
22090,4708,17DEC2024,17DEC2024:13:24:42,pending,187360,234200,46840,20.0,0,card,mobile,organic,경기,0,
22091,48071,24JAN2026,24JAN2026:03:50:07,refunded,8300,5300,0,0.0,3000,transfer,mobile,paid_search,충북,0,07FEB2026
22092,32699,12FEB2026,12FEB2026:17:47:29,paid,4330,1400,70,5.0,3000,naver,mobile,paid_search,서울,0,
22093,7634,22MAY2026,22MAY2026:09:25:13,paid,76300,76300,0,0.0,0,card,mobile,organic,광주,0,
22094,41681,24APR2026,24APR2026:07:24:24,paid,879325,1034500,155175,15.0,0,card,mobile,organic,경기,1,
22095,24653,04JUL2025,04JUL2025:04:08:41,paid,200250,222500,22250,10.0,0,card,mobile,organic,부산,1,
22096,1364,12JUN2026,12JUN2026:10:53:04,refunded,1309800,1309800,0,0.0,0,card,mobile,social,서울,0,23JUN2026
22097,31585,17MAY2026,17MAY2026:10:11:34,paid,890150,937000,46850,5.0,0,card,mobile,social,경기,0,
22098,38276,02JUN2026,02JUN2026:12:03:05,paid,2323220,2733200,409980,15.0,0,transfer,tablet,organic,강원,0,
22099,8098,09JUN2026,09JUN2026:01:15:12,pending,60420,63600,3180,5.0,0,kakao,mobile,organic,대구,0,
22100,30882,07MAR2026,07MAR2026:00:10:38,paid,5429700,5429700,0,0.0,0,etc,pc,paid_search,경남,0,
22101,27259,08AUG2025,08AUG2025:18:16:36,paid,105600,132000,26400,20.0,0,card,mobile,organic,서울,0,
22102,17390,04APR2026,04APR2026:11:41:11,paid,61700,61700,0,0.0,0,card,pc,organic,서울,1,
22103,19013,08OCT2024,08OCT2024:21:49:09,paid,284400,284400,0,0.0,0,kakao,mobile,direct,대구,0,
22104,32299,19MAR2026,19MAR2026:20:45:38,paid,17760,16400,1640,10.0,3000,kakao,mobile,social,경기,0,
22105,49484,09APR2026,09APR2026:09:47:31,paid,368645,433700,65055,15.0,0,card,pc,organic,전남,0,
22106,11869,08OCT2025,08OCT2025:13:33:41,paid,8400,5400,0,0.0,3000,etc,mobile,organic,울산,0,
22107,2802,23DEC2025,23DEC2025:22:51:03,cancelled,2453600,2453600,0,0.0,0,transfer,mobile,direct,경기,0,
22108,47776,17JUN2026,17JUN2026:18:50:07,paid,12540,10600,1060,10.0,3000,card,mobile,paid_search,서울,0,
22109,27333,30MAR2026,30MAR2026:01:40:23,refunded,1133100,1133100,0,0.0,0,naver,mobile,email,경기,1,11APR2026
22110,33127,09JUN2026,09JUN2026:14:51:41,refunded,428800,428800,0,0.0,0,card,mobile,organic,대구,0,10JUN2026
22111,20747,03APR2026,03APR2026:13:18:02,paid,86450,91000,4550,5.0,0,card,mobile,direct,인천,0,
22112,18272,13APR2026,13APR2026:02:47:23,refunded,207060,243600,36540,15.0,0,naver,mobile,direct,경기,0,16APR2026
22113,14123,29APR2026,29APR2026:14:03:43,paid,165600,184000,18400,10.0,0,kakao,tablet,paid_search,서울,0,
22114,40102,30OCT2025,30OCT2025:13:15:46,paid,64260,75600,11340,15.0,0,card,mobile,organic,경기,0,
22115,33654,24MAR2026,24MAR2026:11:47:54,paid,4323000,4323000,0,0.0,0,kakao,pc,direct,서울,0,
22116,35254,28APR2025,28APR2025:21:13:58,paid,5210,2600,390,15.0,3000,kakao,mobile,social,대전,0,
22117,30005,01JAN2026,01JAN2026:13:50:54,paid,75960,84400,8440,10.0,0,naver,tablet,organic,경기,0,
22118,16426,27MAY2025,27MAY2025:02:56:35,paid,146965,154700,7735,5.0,0,transfer,mobile,organic,서울,0,
22119,16969,08OCT2025,08OCT2025:08:27:13,paid,27300,24300,0,0.0,3000,kakao,mobile,direct,세종,0,
22120,4612,24NOV2025,24NOV2025:17:40:02,cancelled,2583620,2719600,135980,5.0,0,card,pc,social,서울,0,
22121,44858,18NOV2025,18NOV2025:06:54:09,paid,16200,13200,0,0.0,3000,naver,mobile,paid_search,경기,0,
22122,22099,26JUL2025,26JUL2025:19:24:43,paid,558500,558500,0,0.0,0,card,pc,organic,서울,0,
22123,15431,26JUN2025,26JUN2025:12:14:57,paid,4300,1300,0,0.0,3000,card,mobile,social,강원,0,
22124,41739,26OCT2025,26OCT2025:00:53:06,paid,351200,351200,0,0.0,0,card,mobile,paid_search,서울,0,
22125,20760,02JUN2026,02JUN2026:13:04:26,refunded,126200,126200,0,0.0,0,kakao,mobile,email,경기,0,05JUN2026
22126,41229,17MAY2025,17MAY2025:05:13:56,paid,565000,565000,0,0.0,0,naver,pc,paid_search,서울,0,
22127,28932,17DEC2025,17DEC2025:00:57:47,pending,717820,755600,37780,5.0,0,naver,mobile,organic,경기,1,
22128,28756,16NOV2025,16NOV2025:19:44:49,refunded,281790,313100,31310,10.0,0,kakao,mobile,social,경북,0,28NOV2025
22129,13312,24OCT2025,24OCT2025:19:02:24,paid,60420,63600,3180,5.0,0,card,mobile,social,부산,0,
22130,22714,06SEP2025,06SEP2025:18:57:44,paid,45815,53900,8085,15.0,0,kakao,mobile,email,서울,0,
22131,606,30SEP2025,30SEP2025:18:41:07,paid,106760,125600,18840,15.0,0,kakao,mobile,paid_search,서울,0,
22132,2983,06NOV2024,06NOV2024:20:51:24,paid,123000,123000,0,0.0,0,transfer,pc,social,인천,0,
22133,27758,28APR2026,28APR2026:11:00:00,paid,28975,30500,1525,5.0,0,card,mobile,organic,서울,0,
22134,40178,25MAY2026,25MAY2026:07:17:01,paid,93920,117400,23480,20.0,0,card,mobile,organic,경기,0,
22135,45119,04FEB2025,04FEB2025:06:07:46,paid,529720,557600,27880,5.0,0,transfer,pc,paid_search,경기,0,
22136,6280,16NOV2025,16NOV2025:11:24:13,cancelled,1506795,1772700,265905,15.0,0,card,mobile,paid_search,울산,0,
22137,20683,09MAY2026,09MAY2026:06:12:11,paid,69390,77100,7710,10.0,0,card,pc,direct,강원,0,
22138,18116,22MAY2026,22MAY2026:03:55:30,paid,77600,77600,0,0.0,0,kakao,mobile,email,경남,0,
22139,21273,28FEB2025,28FEB2025:11:31:30,pending,230580,256200,25620,10.0,0,card,mobile,organic,강원,0,
22140,43310,02NOV2025,02NOV2025:21:37:21,paid,25670,30200,4530,15.0,0,card,pc,organic,부산,0,
22141,37192,27APR2026,27APR2026:16:52:51,paid,65430,72700,7270,10.0,0,card,tablet,paid_search,인천,0,
22142,46119,04JUN2025,04JUN2025:13:55:30,paid,65800,65800,0,0.0,0,card,mobile,organic,울산,0,
22143,12371,30OCT2025,30OCT2025:01:48:59,cancelled,654200,654200,0,0.0,0,card,mobile,social,서울,0,
22144,6707,24JUN2025,24JUN2025:17:24:41,paid,3197000,3197000,0,0.0,0,card,pc,paid_search,대전,0,
22145,34707,20NOV2025,20NOV2025:06:45:38,paid,251550,279500,27950,10.0,0,card,mobile,email,강원,0,
22146,7794,16OCT2024,16OCT2024:17:24:31,paid,1658200,1658200,0,0.0,0,etc,pc,email,부산,0,
22147,17918,04DEC2024,04DEC2024:10:36:13,paid,19800,16800,0,0.0,3000,naver,mobile,paid_search,경기,1,
22148,16970,07MAY2026,07MAY2026:00:01:11,paid,1995600,2494500,498900,20.0,0,kakao,pc,direct,경기,0,
22149,11830,24MAY2026,24MAY2026:17:04:15,paid,6147400,6147400,0,0.0,0,etc,mobile,paid_search,경기,0,
22150,33521,13SEP2025,13SEP2025:13:07:12,paid,74700,83000,8300,10.0,0,card,mobile,direct,서울,0,
22151,36321,10APR2026,10APR2026:01:37:40,pending,21700,18700,0,0.0,3000,card,mobile,social,충남,0,
22152,35694,01MAR2025,01MAR2025:06:19:31,paid,361200,451500,90300,20.0,0,kakao,mobile,paid_search,서울,0,
22153,8733,08JUL2026,08JUL2026:15:26:11,paid,33120,41400,8280,20.0,0,naver,mobile,email,경기,0,
22154,17253,26FEB2026,26FEB2026:08:39:19,paid,15780,14200,1420,10.0,3000,card,pc,organic,서울,0,
22155,33047,31MAR2026,31MAR2026:20:45:29,paid,2563920,2848800,284880,10.0,0,kakao,pc,social,대전,0,
22156,31705,08MAR2025,08MAR2025:23:11:56,paid,4617570,4860600,243030,5.0,0,kakao,mobile,social,대구,0,
22157,9014,20JAN2026,20JAN2026:12:37:02,paid,1287600,1287600,0,0.0,0,naver,tablet,paid_search,경기,0,
22158,44019,26FEB2026,26FEB2026:00:14:03,paid,1180755,1242900,62145,5.0,0,naver,mobile,paid_search,서울,0,
22159,19241,01MAR2026,01MAR2026:09:37:05,paid,35280,39200,3920,10.0,0,kakao,pc,organic,서울,0,
22160,20688,27JUN2025,27JUN2025:01:47:09,cancelled,323200,323200,0,0.0,0,naver,pc,email,서울,0,
22161,27353,19SEP2025,19SEP2025:23:35:42,paid,767200,767200,0,0.0,0,naver,mobile,paid_search,전남,1,
22162,14895,17SEP2025,17SEP2025:08:25:08,paid,80640,89600,8960,10.0,0,naver,pc,direct,경기,0,
22163,15481,17APR2026,17APR2026:18:48:19,paid,17000,14000,0,0.0,3000,kakao,pc,organic,경북,0,
22164,11752,05FEB2026,05FEB2026:05:11:40,paid,607920,715200,107280,15.0,0,card,mobile,organic,경북,0,
22165,29530,09SEP2025,09SEP2025:00:20:58,cancelled,141000,141000,0,0.0,0,card,pc,paid_search,경기,0,
22166,19917,06JUL2026,06JUL2026:22:23:57,paid,24250,25000,3750,15.0,3000,card,mobile,paid_search,광주,0,
22167,23911,09NOV2025,09NOV2025:09:36:48,refunded,156800,156800,0,0.0,0,card,mobile,paid_search,서울,0,22NOV2025
22168,747,29MAY2026,29MAY2026:17:15:52,paid,716580,796200,79620,10.0,0,card,mobile,organic,대전,0,
22169,25531,08MAR2025,08MAR2025:15:39:55,paid,80300,80300,0,0.0,0,kakao,pc,organic,전남,0,
22170,8934,20DEC2024,20DEC2024:12:12:10,paid,4688940,5516400,827460,15.0,0,kakao,mobile,paid_search,서울,0,
22171,27354,05JAN2026,05JAN2026:16:19:04,paid,44795,52700,7905,15.0,0,card,pc,paid_search,광주,0,
22172,42289,19MAY2026,19MAY2026:21:45:35,paid,30240,33600,3360,10.0,0,card,mobile,organic,서울,0,
22173,32849,02JUL2026,02JUL2026:19:50:52,paid,1365900,1365900,0,0.0,0,card,mobile,organic,경남,0,
22174,35420,21NOV2025,21NOV2025:21:06:32,paid,278100,278100,0,0.0,0,kakao,pc,email,충북,0,
22175,10049,24NOV2025,24NOV2025:01:45:44,paid,29700,33000,3300,10.0,0,card,pc,paid_search,경북,0,
22176,41325,02JUL2025,02JUL2025:21:44:54,paid,1112800,1112800,0,0.0,0,card,pc,direct,서울,0,
22177,29628,14MAY2025,14MAY2025:18:42:23,paid,80000,80000,0,0.0,0,transfer,mobile,email,서울,0,
22178,9081,24MAY2025,24MAY2025:05:28:07,paid,121210,142600,21390,15.0,0,card,pc,social,대전,0,
22179,3834,01OCT2024,01OCT2024:07:16:37,paid,169600,169600,0,0.0,0,kakao,pc,direct,경기,0,
22180,42199,17APR2026,17APR2026:22:07:26,paid,30100,30100,0,0.0,0,transfer,mobile,paid_search,충남,1,
22181,47821,17JUN2026,17JUN2026:16:23:01,paid,185895,218700,32805,15.0,0,card,mobile,social,서울,1,
22182,678,07MAY2025,07MAY2025:00:49:17,paid,156500,156500,0,0.0,0,transfer,mobile,social,경남,0,
22183,26065,20FEB2026,20FEB2026:06:40:10,paid,49100,49100,0,0.0,0,naver,pc,organic,대구,0,
22184,36108,19AUG2025,19AUG2025:16:32:16,paid,4030400,4030400,0,0.0,0,naver,pc,paid_search,서울,0,
22185,13988,21JUN2026,21JUN2026:20:48:20,paid,55200,69000,13800,20.0,0,naver,pc,social,충북,0,
22186,45782,19OCT2025,19OCT2025:08:23:11,paid,545000,545000,0,0.0,0,card,mobile,paid_search,전북,0,
22187,46990,31MAR2026,31MAR2026:06:42:42,pending,242800,242800,0,0.0,0,naver,pc,organic,경기,1,
22188,9070,26JAN2026,26JAN2026:19:47:14,paid,679200,679200,0,0.0,0,kakao,tablet,direct,서울,0,
22189,31800,08OCT2025,08OCT2025:15:08:57,paid,27700,26000,1300,5.0,3000,transfer,tablet,direct,서울,0,
22190,41434,01DEC2025,01DEC2025:17:51:27,paid,1046600,1046600,0,0.0,0,card,pc,paid_search,서울,0,
22191,5988,01MAY2025,01MAY2025:18:48:21,paid,1635300,1817000,181700,10.0,0,card,mobile,email,경기,0,
22192,952,10FEB2025,10FEB2025:23:19:07,paid,107695,126700,19005,15.0,0,card,mobile,paid_search,경기,1,
22193,979,19JAN2025,19JAN2025:07:00:15,paid,21615,21900,3285,15.0,3000,kakao,pc,organic,충남,1,
22194,30629,07DEC2025,07DEC2025:05:31:11,paid,1124280,1249200,124920,10.0,0,transfer,tablet,direct,충남,0,
22195,46462,08OCT2025,08OCT2025:11:41:55,paid,1143165,1344900,201735,15.0,0,transfer,mobile,social,인천,0,
22196,46862,01APR2026,01APR2026:01:42:53,paid,685780,806800,121020,15.0,0,card,mobile,direct,경기,0,
22197,16418,26APR2024,26APR2024:21:08:51,paid,8320,5600,280,5.0,3000,card,mobile,paid_search,경북,0,
22198,47036,18FEB2026,18FEB2026:08:25:31,refunded,3567700,3567700,0,0.0,0,card,pc,paid_search,부산,0,25FEB2026
22199,26940,02MAY2026,02MAY2026:22:53:14,paid,252800,252800,0,0.0,0,card,mobile,direct,경기,1,
22200,1699,28JUN2025,28JUN2025:22:11:01,refunded,124650,138500,13850,10.0,0,naver,mobile,paid_search,충남,0,09JUL2025
22201,25051,22OCT2025,22OCT2025:14:38:45,paid,207100,218000,10900,5.0,0,card,pc,organic,서울,0,
22202,44645,24MAR2025,24MAR2025:22:46:25,paid,934640,1168300,233660,20.0,0,card,tablet,social,전남,0,
