message_id,split,similarity_group_id,label,target,has_url,url_count,text_length,text_probability,text_probability_oof,text_probability_meta_input,oof_fold_id,sas_meta_fit_eligible,url_probability_filled,url_probability_missing,fixed_fusion_probability,url_neutral_probability,linear_cf_probability,kcbert_probability,kcbert_calibrated_probability,kcbert_cf_probability,attack_type
msg-1f7620036bc76569902f,train,sim-8b85e74371d49e4d3767,normal,0,0,0,71,0.042662088123908246,0.0505614576594193,0.0505614576594193,4.0,1,0.0,1,0.042662088123908246,0.05371130780345813,0.032844264556054374,,,,
msg-b657e7b1c265c9660228,train,sim-7c70474e0f5d70a9b403,normal,0,0,0,40,0.05975038053389069,0.0735713790497195,0.0735713790497195,0.0,1,0.0,1,0.05975038053389069,0.10738348562121644,0.05915989935036154,,,,
msg-32299182bbbd54f423d1,test,sim-45486223d2a803a36c71,normal,0,0,0,57,0.025730389676252644,,0.025730389676252644,,1,0.0,1,0.025730389676252644,0.028488052537872056,0.017855908369648472,0.000102863196,0.004376851058436266,6.130144e-05,
msg-2e2e5246c44e486692cd,train,sim-1a9016f31813e3b1d0e9,normal,0,0,0,21,0.043417011609255,0.0537842319588495,0.0537842319588495,2.0,1,0.0,1,0.043417011609255,0.07002597760790145,0.03743431125099323,,,,
msg-febfb094413b89be62c4,train,sim-9a3540fd6603f8b6f446,normal,0,0,0,25,0.06771131229086107,0.0707240448869274,0.0707240448869274,4.0,1,0.0,1,0.06771131229086107,0.1071560640489389,0.06873640386167039,,,,
msg-bb2a31f6f21a2b46f158,train,sim-0aad60cb52c9cd0a8051,normal,0,0,0,20,0.10410251068066759,0.1199274514091945,0.1199274514091945,1.0,1,0.0,1,0.10410251068066759,0.1877996174576093,0.1186485912300692,,,,
msg-eb89e0e6ce12d1b876ed,train,sim-4d9e20f03b626582aa2c,normal,0,0,0,24,0.06112879956910806,0.0717285238840379,0.0717285238840379,3.0,1,0.0,1,0.06112879956910806,0.11790736074899076,0.061180713717783414,,,,
msg-b7e36aefa75f55e8ffa0,train,sim-e13e090a571bfb87f0a8,normal,0,0,0,17,0.05748585058900216,0.0674865971164631,0.0674865971164631,2.0,1,0.0,1,0.05748585058900216,0.10386003651730859,0.058817496791851755,,,,
msg-1c02aa057605c72dfdc3,train,sim-5e835fec017325cf555f,normal,0,0,0,24,0.06493240307239935,0.0787193211207144,0.0787193211207144,1.0,1,0.0,1,0.06493240307239935,0.11237666644672349,0.06658555051476125,,,,
msg-f385f18ca5cf4a044413,train,sim-65f378da324ae15583c7,normal,0,0,0,23,0.06674617522194842,0.076587135964691,0.076587135964691,1.0,1,0.0,1,0.06674617522194842,0.131040201263756,0.07629393933736926,,,,
msg-89c7a94584e41c2d2b12,train,sim-8aab00c65b3678911f46,normal,0,0,0,28,0.054663988231598674,0.0624595880175713,0.0624595880175713,4.0,1,0.0,1,0.054663988231598674,0.09283415109023375,0.05260982239443636,,,,
msg-ee0993021003b087d86c,validation,sim-79721080e8b5a1ee8f1f,normal,0,0,0,198,0.05205451082691156,,0.05205451082691156,,1,0.0,1,0.05205451082691156,0.0766533633530203,0.04595969135406967,0.0001544856,0.005559746189096034,9.74674e-05,
msg-9817b6876a1674ba1bdc,validation,sim-dd03aaf8fb8f4b054c8f,normal,0,0,0,24,0.06790301447744167,,0.06790301447744167,,1,0.0,1,0.06790301447744167,0.13399551912196042,0.07177151882761927,0.00011771854,0.004738430282549098,7.2144045e-05,
msg-acb91462fa3115618db5,test,sim-78650801ba8cc279302d,normal,0,0,0,25,0.025645423671492952,,0.025645423671492952,,1,0.0,1,0.025645423671492952,0.03134551154909257,0.016576161979463443,0.000113122354,0.004628690224107152,6.94944e-05,
msg-bfe978358f2501e2611b,train,sim-afdcf8921d52bdc08e99,normal,0,0,0,33,0.07595668038055538,0.0858632252378696,0.0858632252378696,0.0,1,0.0,1,0.07595668038055538,0.12073268752835568,0.07917093316976798,,,,
msg-2b705769097355595d3e,test,sim-b27b6850cbcc44b91f28,normal,0,0,0,20,0.0527983686808727,,0.0527983686808727,,1,0.0,1,0.0527983686808727,0.09627917128169078,0.05290859467506463,0.00010533128,0.004438352957012581,7.693057e-05,
msg-178a93979ad77be13886,train,sim-60d6f7b74c6aba1ac917,normal,0,0,0,26,0.06651152578434161,0.0795710888360573,0.0795710888360573,0.0,1,0.0,1,0.06651152578434161,0.11036638159615612,0.06913694905139253,,,,
msg-78068247503e48ed5aae,validation,sim-93f4cb4bb0db9c64f180,normal,0,0,0,19,0.08950096055398549,,0.08950096055398549,,1,0.0,1,0.08950096055398549,0.1618889746855458,0.1127638975312397,0.00011446417,0.004660915736721363,9.536026e-05,
msg-c37d7b7008749dae9e6d,train,sim-5b07109f831ab42fa4a6,normal,0,0,0,20,0.06629258245512716,0.0776708130740673,0.0776708130740673,3.0,1,0.0,1,0.06629258245512716,0.11784448243216611,0.06650367068479578,,,,
msg-67374fc4332a72ab0787,train,sim-161b1a14647d6e56cd7d,normal,0,0,0,34,0.04836665374278066,0.050814681220463,0.050814681220463,2.0,1,0.0,1,0.04836665374278066,0.06989411778775027,0.044752488360624745,,,,
msg-dd6d79568eaa13b8e406,train,sim-6b227c1380553604097c,normal,0,0,0,19,0.048110587647707724,0.0565410332603511,0.0565410332603511,4.0,1,0.0,1,0.048110587647707724,0.07082922559467683,0.041722003170762426,,,,
msg-56aef13b5afcf7fd6af3,train,sim-1e42dc9bc6fa91ec94a5,normal,0,0,0,378,0.02467344921976993,0.0298482607929,0.0298482607929,0.0,1,0.0,1,0.02467344921976993,0.026817602374317222,0.014930269769205428,,,,
msg-1634419058ac22c2b48b,train,sim-e9f98ac65248ee32f868,normal,0,0,0,139,0.0378890675116854,0.0442304288400971,0.0442304288400971,0.0,1,0.0,1,0.0378890675116854,0.05488856493637659,0.030474311533262265,,,,
msg-5dd25715131e227ea451,train,sim-a14ce2e74c63f3580f46,normal,0,0,0,18,0.060111766436305086,0.071864816789404,0.071864816789404,1.0,1,0.0,1,0.060111766436305086,0.11071886536941582,0.06415348285063412,,,,
msg-8344d63581db1e268868,train,sim-e0cf39934468d1907eb4,normal,0,0,0,217,0.030900283164352324,0.0360855204414619,0.0360855204414619,0.0,1,0.0,1,0.030900283164352324,0.03744433883432012,0.021496390376551416,,,,
msg-6981bf6bffcfb7c0277c,test,sim-d9ed09b0ad96ffbabec8,normal,0,0,0,24,0.06928952236511787,,0.06928952236511787,,1,0.0,1,0.06928952236511787,0.11606876570355613,0.07355280376990907,0.00011102203,0.004577928414765051,7.3277835e-05,
msg-d51f5d36f7b0bd4436d2,train,sim-62b14cc99cce306097ef,normal,0,0,0,57,0.06846722199676429,0.0817296742605719,0.0817296742605719,4.0,1,0.0,1,0.06846722199676429,0.13881668715165021,0.07273878338710946,,,,
msg-12535d1e157696f86014,train,sim-2087a0a669032c25018a,normal,0,0,0,22,0.04843588134028364,0.0507211701606214,0.0507211701606214,3.0,1,0.0,1,0.04843588134028364,0.08690884986076143,0.046688859119867566,,,,
msg-2d1f83ee7c808b814adc,train,sim-50e084bdbe87715cb138,normal,0,0,0,31,0.060261464652063536,0.0692476214599164,0.0692476214599164,2.0,1,0.0,1,0.060261464652063536,0.10545627873409599,0.058638422528400944,,,,
msg-2badf07a7a7ec6916f3c,train,sim-4a496d0b392dd1098e15,normal,0,0,0,23,0.08944768816843185,0.1029349653284422,0.1029349653284422,0.0,1,0.0,1,0.08944768816843185,0.1592471342067692,0.1067995674760724,,,,
msg-0ab2c2cd455bba9062ea,train,sim-748438a142f10e05442b,normal,0,0,0,25,0.06143731421294015,0.0752005065227945,0.0752005065227945,1.0,1,0.0,1,0.06143731421294015,0.11310920144458088,0.0629105334104028,,,,
msg-4047f92100c7966d28eb,train,sim-4ffa4eee94997283c4ca,normal,0,0,0,22,0.06429546911448748,0.0763431275825748,0.0763431275825748,2.0,1,0.0,1,0.06429546911448748,0.12057489120911008,0.06625817815008858,,,,
msg-b4b30bf5a2b45191d86e,train,sim-04626c68321a3aa25dd2,normal,0,0,0,189,0.10950758552534583,0.1317068310482044,0.1317068310482044,1.0,1,0.0,1,0.10950758552534583,0.15724345684491722,0.1064177285527352,,,,
msg-a80a41dd06f66998c85e,train,sim-d791e9d8f764c4f147ae,normal,0,0,0,22,0.057282864291337075,0.0667840942458352,0.0667840942458352,3.0,1,0.0,1,0.057282864291337075,0.10495499849964773,0.057177109467721095,,,,
msg-2bb87fbba77e6574a339,train,sim-89652a8840f107ccf1cc,normal,0,0,0,18,0.035814985772538964,0.0421402521164623,0.0421402521164623,4.0,1,0.0,1,0.035814985772538964,0.048693680747167754,0.029693952381639434,,,,
msg-b72268358cac91c91cb5,test,sim-ac5cc94a91d87f5639cd,normal,0,0,0,56,0.022152653617576908,,0.022152653617576908,,1,0.0,1,0.022152653617576908,0.029309769566555035,0.017584310026576927,0.0001392449,0.005230380727200872,8.4772226e-05,
msg-6603fc97f18d335dee42,train,sim-b29115f47074dfd62ddf,normal,0,0,0,17,0.07880613791990246,0.0776729318050978,0.0776729318050978,4.0,1,0.0,1,0.07880613791990246,0.16198663234260235,0.09470525949758335,,,,
msg-f5659c9067fba0121497,train,sim-d1bd4a2546b1973f75fe,normal,0,0,0,34,0.06467503315810229,0.0738975763751662,0.0738975763751662,4.0,1,0.0,1,0.06467503315810229,0.11002603791297144,0.06903947777220895,,,,
msg-706b91df031716838257,train,sim-05c087ddd73c3f8e1b91,normal,0,0,0,28,0.07429340566953219,0.0852306944248748,0.0852306944248748,2.0,1,0.0,1,0.07429340566953219,0.14039886761485512,0.083190576825433,,,,
msg-dc11f0ad400ee3ec981f,train,sim-3691eca29e574bb90b96,normal,0,0,0,26,0.03676410657138682,0.0418619419352813,0.0418619419352813,4.0,1,0.0,1,0.03676410657138682,0.05335825462785219,0.029455918475499755,,,,
msg-0bb36bc50d5c615fe4a7,train,sim-c5bec799317e3944f7c2,normal,0,0,0,29,0.05989230153534188,0.0719600719170271,0.0719600719170271,3.0,1,0.0,1,0.05989230153534188,0.11363524700832674,0.05717516792011402,,,,
msg-8d2a5f9bea0e9f05f379,train,sim-2ae8a3c5f154c78136e7,normal,0,0,0,32,0.08054016719033454,0.0958672825740105,0.0958672825740105,2.0,1,0.0,1,0.08054016719033454,0.15060721468126842,0.08586524962667524,,,,
msg-0fb6f10ed8cd542afba1,train,sim-e93b1225d4b7853fbc75,normal,0,0,0,18,0.06578490756321813,0.077758860458816,0.077758860458816,4.0,1,0.0,1,0.06578490756321813,0.11934863191610114,0.06589245048939966,,,,
msg-84fd284bcfc1769ad97b,train,sim-6c40f28e117480fd1dc9,normal,0,0,0,20,0.08294324523081034,0.0928817985453808,0.0928817985453808,3.0,1,0.0,1,0.08294324523081034,0.18952866400302518,0.10073112153298573,,,,
msg-06192eb4994bee3f50c0,train,sim-d9ce2f9d9850fb72e1c0,normal,0,0,0,18,0.07697048183796391,0.0909156823078067,0.0909156823078067,2.0,1,0.0,1,0.07697048183796391,0.16152205910032158,0.09207317815228837,,,,
msg-1e39b5345c0e7357d519,validation,sim-fd999f6151c16fbfe4a8,normal,0,0,0,22,0.11322097120146764,,0.11322097120146764,,1,0.0,1,0.11322097120146764,0.2427042840227299,0.15198242880858223,0.00011338392,0.0046349844557173215,0.00044786005,
msg-50f4d2ef9a19a596789d,train,sim-0420f0b903218aba264d,normal,0,0,0,38,0.06403930787988943,0.0734468924180044,0.0734468924180044,3.0,1,0.0,1,0.06403930787988943,0.11483781322757754,0.06528528709793803,,,,
msg-50093e48af4b9ccd0bdf,train,sim-c02bb8b1dc64d0e2ad89,normal,0,0,0,336,0.027907406076446976,0.0328307901913806,0.0328307901913806,0.0,1,0.0,1,0.027907406076446976,0.024664127908636015,0.016602024734891963,,,,
msg-e841cbec0af1ffb773fb,train,sim-53ddf184b5363a47292e,normal,0,0,0,21,0.06096346668241359,0.0714577797558145,0.0714577797558145,1.0,1,0.0,1,0.06096346668241359,0.11672448492778369,0.05941902894731035,,,,
msg-5323109310aab4757e84,validation,sim-5cee73eb8ec083bbe19d,normal,0,0,0,237,0.03387018597470209,,0.03387018597470209,,1,0.0,1,0.03387018597470209,0.032656124707077336,0.022429403511981635,0.047196854,0.14477823857464128,0.0004739063,
msg-a2d249d208654077262b,train,sim-4f107ce58337504adcdb,normal,0,0,0,23,0.0567424643127712,0.0662292360840687,0.0662292360840687,0.0,1,0.0,1,0.0567424643127712,0.10577875966952636,0.05668480772907496,,,,
msg-54259cb8d65e270e670e,validation,sim-9ea8d98ea72dfa08d0d4,normal,0,0,0,25,0.061205642779575214,,0.061205642779575214,,1,0.0,1,0.061205642779575214,0.11840669486146528,0.06549399178885883,0.00012698879,0.004954505315575101,7.2163726e-05,
msg-97193749a0ef29c31193,train,sim-dbdb3ee21fbc1ce82a62,normal,0,0,0,20,0.06882174288922845,0.0827479888674394,0.0827479888674394,0.0,1,0.0,1,0.06882174288922845,0.12977984294355607,0.0745243878393074,,,,
msg-33a6a13757fb26cfab6d,train,sim-5f6ebd0afd15051af07c,normal,0,0,0,20,0.03910400020154837,0.0461189555535464,0.0461189555535464,4.0,1,0.0,1,0.03910400020154837,0.06626958059161087,0.03754151055479683,,,,
msg-423fc048cce7c926128b,validation,sim-6b304451b01183c88351,normal,0,0,0,20,0.07330948827334052,,0.07330948827334052,,1,0.0,1,0.07330948827334052,0.1371269850620861,0.07649956510049474,0.00011062225,0.004568221393515517,7.2313625e-05,
msg-dcbd78c472cb4b47c8f9,test,sim-bbc44b1801139e60384b,normal,0,0,0,26,0.10867444003156726,,0.10867444003156726,,1,0.0,1,0.10867444003156726,0.20282326808289386,0.1535039276197549,0.0001230583,0.004863718324609245,0.00011737433,
msg-76da9a33b7faa7bc8f3f,test,sim-9d195440c7b4b0a39d48,normal,0,0,0,118,0.051997332786201854,,0.051997332786201854,,1,0.0,1,0.051997332786201854,0.08195466504150876,0.048331122188372225,0.00013851206,0.005214175819536694,7.197061e-05,
msg-e294d145bf82f2fc9e95,train,sim-df03f5e48db7ab09f6e6,normal,0,0,0,17,0.07349304614724485,0.0794384721877687,0.0794384721877687,3.0,1,0.0,1,0.07349304614724485,0.14105544069613143,0.07982249219139889,,,,
msg-224c4fed4b998cded2b6,train,sim-bd1ebf371e42dd4da87e,normal,0,0,0,39,0.054795668169315796,0.0670666811612113,0.0670666811612113,1.0,1,0.0,1,0.054795668169315796,0.07404708902919789,0.039034061101550534,,,,
msg-a2e323ee4d7a47be593b,validation,sim-fdd1112d2a6763d04ada,normal,0,0,0,106,0.07061512030129986,,0.07061512030129986,,1,0.0,1,0.07061512030129986,0.10056698353999297,0.06917307196106302,0.00012271576,0.004855749745057661,7.6653254e-05,
msg-dda62389e8fe6499fde9,train,sim-64956428d4b104a2b904,normal,0,0,0,26,0.07244260660895077,0.0889691644443202,0.0889691644443202,1.0,1,0.0,1,0.07244260660895077,0.12629982596477615,0.0824964273177803,,,,
msg-2a4d2e155adbc51d42be,validation,sim-9fa55a54aa022a4355ab,normal,0,0,0,23,0.08399225416919719,,0.08399225416919719,,1,0.0,1,0.08399225416919719,0.15752761416059347,0.10383820879608832,0.00010930932,0.004536239574319881,6.507978e-05,
msg-4bb09763ab1740693bfc,validation,sim-1184d1291c196257ddbe,normal,0,0,0,22,0.049766423935346527,,0.049766423935346527,,1,0.0,1,0.049766423935346527,0.0864289148049471,0.04743753121451094,0.00011274318,0.004619555200607088,6.7404304e-05,
msg-1cfae7ea8028bc901d25,train,sim-c2dc9f47d53f48c6b4f6,normal,0,0,0,47,0.05577946838506958,0.0637880179738111,0.0637880179738111,0.0,1,0.0,1,0.05577946838506958,0.08665881765525973,0.05101398470551741,,,,
msg-456aed88580bea587be6,validation,sim-c72003a695184383fdb8,normal,0,0,0,28,0.07022929784172491,,0.07022929784172491,,1,0.0,1,0.07022929784172491,0.12099030223502476,0.07088511570196888,0.00013374738,0.005107936407256481,7.936946e-05,
msg-3fcdce5d8423581b56fe,train,sim-048e44c1b66efc5f0b73,normal,0,0,0,24,0.04274511619602968,0.0484329594133792,0.0484329594133792,4.0,1,0.0,1,0.04274511619602968,0.06426993092333416,0.03514788912729784,,,,
msg-e69d68829abcbc4bb26f,train,sim-1b6673c80790582dff71,normal,0,0,0,22,0.07460279372478716,0.0806088484989685,0.0806088484989685,4.0,1,0.0,1,0.07460279372478716,0.12984957035920383,0.07492852461411414,,,,
msg-140f09966501c42a2d36,train,sim-8ac4dffd5bddb24de27e,normal,0,0,0,200,0.0564712215966987,0.063205122382389,0.063205122382389,4.0,1,0.0,1,0.0564712215966987,0.08276598064198333,0.05251443134677034,,,,
msg-a46b625cfa2d8422d767,train,sim-f9882ca3a49d50411d42,normal,0,0,0,47,0.07179103853928806,0.0875157446026111,0.0875157446026111,4.0,1,0.0,1,0.07179103853928806,0.12728542209684174,0.0739777717367924,,,,
msg-9970ce3998dc9a9ad03b,train,sim-9db5513ab72e62931329,normal,0,0,0,20,0.051330490619194154,0.0587156710600024,0.0587156710600024,3.0,1,0.0,1,0.051330490619194154,0.08673811794541593,0.049544619220757743,,,,
msg-e04041824cee2278a324,train,sim-15ea8720b32a5a00f718,normal,0,0,0,42,0.05660878487219907,0.066156547762528,0.066156547762528,3.0,1,0.0,1,0.05660878487219907,0.0977058930002306,0.05950386181917853,,,,
msg-cca8fe287792dcaf9500,train,sim-f405ce5715f95b547f22,normal,0,0,0,194,0.0679232215650874,0.0745581272318899,0.0745581272318899,4.0,1,0.0,1,0.0679232215650874,0.10917389154623086,0.06609663186795411,,,,
msg-cf7339a4cdc35564f79d,validation,sim-6f6e21aa087d2a3e95fd,normal,0,0,0,19,0.05771435474449709,,0.05771435474449709,,1,0.0,1,0.05771435474449709,0.12424114686242868,0.06407105534852138,0.00013256668,0.005081368533351611,9.5151336e-05,
msg-211626c82a6f6a1d6088,train,sim-3e7c21b0f8452639eb96,normal,0,0,0,22,0.07126503899838627,0.0858472411704099,0.0858472411704099,0.0,1,0.0,1,0.07126503899838627,0.14170827488788,0.07600209193039062,,,,
msg-21f44da96cbf2ee4c757,train,sim-52193b8269a822c2fa0d,normal,0,0,0,31,0.07329324096418853,0.0882852278959017,0.0882852278959017,2.0,1,0.0,1,0.07329324096418853,0.12308514012059309,0.07904406791157814,,,,
msg-345f194b2807f283c221,test,sim-fcc7d3ec30c675898adc,normal,0,0,0,50,0.04965700246861151,,0.04965700246861151,,1,0.0,1,0.04965700246861151,0.07058587648345463,0.042355454538202005,0.000118296724,0.004752108459790525,7.753907e-05,
msg-88093ad652f324a9c64e,test,sim-e07392dade11e235b101,normal,0,0,0,19,0.06850400318927036,,0.06850400318927036,,1,0.0,1,0.06850400318927036,0.13060490824448281,0.07262359908766691,0.00012291498,0.004860385361602624,7.604742e-05,
msg-5db12f2ec4acb85e63b8,train,sim-6d2bac06bcccbcde1ccf,normal,0,0,0,20,0.06290428867208447,0.0738484224348882,0.0738484224348882,3.0,1,0.0,1,0.06290428867208447,0.11861512919088488,0.064318308358637,,,,
msg-9fd7af24c5a82a57e7f0,train,sim-a291d9e1c7061a07698a,normal,0,0,0,17,0.051781434438260276,0.0624355317305896,0.0624355317305896,0.0,1,0.0,1,0.051781434438260276,0.09142447404586546,0.048566595288168556,,,,
msg-fccc84e0fd9c60847c9d,train,sim-16aca48769b23c7745b2,normal,0,0,0,37,0.05405594987472617,0.0622267062977522,0.0622267062977522,3.0,1,0.0,1,0.05405594987472617,0.0957528757470601,0.051245989754806036,,,,
msg-cbc87da1f09948652c48,train,sim-588a7cbcce0fda25b445,normal,0,0,0,31,0.05953524408611279,0.0698078321248949,0.0698078321248949,4.0,1,0.0,1,0.05953524408611279,0.1144529280758845,0.06045787639817669,,,,
msg-3430d2cb455d430e1b9f,test,sim-bd08e15fbf8243681f07,normal,0,0,0,38,0.07017837018937365,,0.07017837018937365,,1,0.0,1,0.07017837018937365,0.12315260445050719,0.07444620781894401,0.000119143035,0.004772079905550853,8.039485e-05,
msg-a37396fc8cf6d560234d,validation,sim-04aa5a77c9e7cd6dc54c,normal,0,0,0,50,0.05111133281504479,,0.05111133281504479,,1,0.0,1,0.05111133281504479,0.08525353815899503,0.04888947421630701,0.00011404493,0.004650864016071116,7.709154e-05,
msg-122e7d5d6411eaf072ee,train,sim-766d01f205f9de014421,normal,0,0,0,25,0.06678149472885807,0.0787385649579135,0.0787385649579135,0.0,1,0.0,1,0.06678149472885807,0.12149211659585417,0.06790683367847138,,,,
msg-f7dbc6d073cf0dcfa314,test,sim-ff3acd590c6556b22ee9,normal,0,0,0,20,0.03737968144607977,,0.03737968144607977,,1,0.0,1,0.03737968144607977,0.0528218982002916,0.0339779915688521,0.00010634771,0.004463507511964527,6.6979985e-05,
msg-50a3c515cbe31bcb304e,train,sim-472fd25c0f01eba2165f,normal,0,0,0,27,0.05169434947710943,0.0624583359520708,0.0624583359520708,0.0,1,0.0,1,0.05169434947710943,0.07060631207943241,0.048935480657696345,,,,
msg-b84aa600678f42d6fd54,train,sim-386d5921ac3b47dd9f58,normal,0,0,0,29,0.0793457467317732,0.0951309928584077,0.0951309928584077,3.0,1,0.0,1,0.0793457467317732,0.1469856492431551,0.08962142568415007,,,,
msg-9a64190f010dfbb0aff4,validation,sim-1c69e1bba56da9c478d2,normal,0,0,0,21,0.07332236406201055,,0.07332236406201055,,1,0.0,1,0.07332236406201055,0.13186609642623007,0.08363221230594467,0.0001156183,0.0046885087274964,7.431667e-05,
msg-b881a4cbbad2e8e719f0,train,sim-163b63e19d2ce7730fef,normal,0,0,0,25,0.06431337158086828,0.0764947952334307,0.0764947952334307,3.0,1,0.0,1,0.06431337158086828,0.13068905526337313,0.07343786439901617,,,,
msg-1d38075e78135e4ef022,train,sim-660541ee33c5569b38b1,normal,0,0,0,38,0.06815508015304628,0.0817238901793341,0.0817238901793341,4.0,1,0.0,1,0.06815508015304628,0.12581526547358426,0.06943193194330916,,,,
msg-815c18878410a52ac6b2,train,sim-6ee66d39f9a0e31f1d4f,normal,0,0,0,20,0.06756122656529025,0.0792289174631925,0.0792289174631925,4.0,1,0.0,1,0.06756122656529025,0.1397141389116335,0.07356515626339621,,,,
msg-a60836d8216ce22da889,validation,sim-f408110e23269649568b,normal,0,0,0,24,0.07211510340953953,,0.07211510340953953,,1,0.0,1,0.07211510340953953,0.13383038738869746,0.0779377547783385,0.00010211565,0.00435810285512378,6.694289e-05,
msg-38f57a3ed088698c164e,validation,sim-a7a778dff8dd895ec0d6,normal,0,0,0,36,0.05813799515824538,,0.05813799515824538,,1,0.0,1,0.05813799515824538,0.09734480261912015,0.05499354727098994,0.00013466968,0.005128622203506879,7.22013e-05,
msg-fa95e30aafe33345ad25,train,sim-5323a4aceac7a7bd3766,normal,0,0,0,30,0.07679310950023231,0.0880526767437727,0.0880526767437727,4.0,1,0.0,1,0.07679310950023231,0.1415071779777954,0.08629181171286725,,,,
msg-f3aae38a9117feb227ef,train,sim-b703fa676d1d3ff21b36,normal,0,0,0,28,0.07412240867615749,0.0876622751170132,0.0876622751170132,0.0,1,0.0,1,0.07412240867615749,0.1374366916803111,0.08029239855729177,,,,
msg-98ffa239521d31eab7be,train,sim-65f0720521362cc41e40,normal,0,0,0,24,0.05803525390123114,0.0690050724679637,0.0690050724679637,2.0,1,0.0,1,0.05803525390123114,0.10800471026816465,0.05770001438864586,,,,
msg-7560d096f51d494f942d,train,sim-8e83fa9a5feeebec6c89,normal,0,0,0,47,0.04679524992699719,0.0569410220035472,0.0569410220035472,1.0,1,0.0,1,0.04679524992699719,0.07119951501937447,0.043267634392067565,,,,
msg-534fcffb0451768adea0,train,sim-36453d71ab739a5360b5,normal,0,0,0,16,0.07673810065995913,0.0846787998312806,0.0846787998312806,1.0,1,0.0,1,0.07673810065995913,0.1621992204872162,0.09217305505997093,,,,
msg-1d5d0506f09af3e850a6,train,sim-b6cfbc022395b3f36871,normal,0,0,0,38,0.054989617292793974,0.0615119801669602,0.0615119801669602,4.0,1,0.0,1,0.054989617292793974,0.08650463996157441,0.05158824687854636,,,,
msg-708997c636944b0f0c34,train,sim-f88450ccee1684b7efed,normal,0,0,0,18,0.058717840614013195,0.0679571003280779,0.0679571003280779,0.0,1,0.0,1,0.058717840614013195,0.10671448069397496,0.05701835157433706,,,,
msg-ad77ad8fcd2353789697,train,sim-929df5bc1741504557f7,normal,0,0,0,96,0.04821821404213681,0.0556339721643437,0.0556339721643437,0.0,1,0.0,1,0.04821821404213681,0.06779810597945399,0.04214762249654987,,,,
msg-869d4576ba684ae802ed,train,sim-664f4f6e71988e53e7b4,normal,0,0,0,26,0.057573803630755274,0.0683854054889777,0.0683854054889777,4.0,1,0.0,1,0.057573803630755274,0.09608487460471372,0.05561783168503925,,,,
msg-21b7019b20995f5cb932,validation,sim-d43684d8b12269d9a00c,normal,0,0,0,21,0.10222889680905443,,0.10222889680905443,,1,0.0,1,0.10222889680905443,0.20575993969229178,0.14763116500319248,0.00011642659,0.004707765457729687,7.1732306e-05,
msg-5e4cd8c7c77a9dc93653,test,sim-d70f4131776f6695df12,normal,0,0,0,19,0.07051363792652883,,0.07051363792652883,,1,0.0,1,0.07051363792652883,0.13516814575267444,0.07731867017992557,0.000115559786,0.0046871125262558525,7.9516736e-05,
msg-32246b686faa14ff95b6,train,sim-c8b13b2937c02b4b4463,normal,0,0,0,22,0.06002438740979834,0.0676697148054955,0.0676697148054955,4.0,1,0.0,1,0.06002438740979834,0.11091440521875622,0.05967232397315361,,,,
msg-cc7291c1d2e94ddd71c7,test,sim-52c7a7b8419f43313452,normal,0,0,0,19,0.08097836070482292,,0.08097836070482292,,1,0.0,1,0.08097836070482292,0.179387137580446,0.11075045965024637,0.00011030088,0.004560407699535635,7.504906e-05,
msg-0445564db80083249ebb,train,sim-dc5db162670dfbce79c2,normal,0,0,0,28,0.06824043735003764,0.0781013719150027,0.0781013719150027,4.0,1,0.0,1,0.06824043735003764,0.12021715631481213,0.06938453181185206,,,,
msg-06e81e8bac061af48cea,test,sim-f21266a4c48107651708,normal,0,0,0,37,0.05696099474170661,,0.05696099474170661,,1,0.0,1,0.05696099474170661,0.09921875867913034,0.056349931626143136,0.00010600702,0.004455087270056869,7.776937e-05,
msg-7f40f0390ed163d19255,train,sim-a2e6a586b8217c810bdf,normal,0,0,0,115,0.03894004119267697,0.0461069385232957,0.0461069385232957,2.0,1,0.0,1,0.03894004119267697,0.0604272513807488,0.033495378180264,,,,
msg-e65a9ed3dbf104f81408,train,sim-deda33312d7d3dacd500,normal,0,0,0,22,0.05129547984580804,0.0619334464327853,0.0619334464327853,2.0,1,0.0,1,0.05129547984580804,0.09128636598980838,0.04971101398335142,,,,
msg-afb35385dc778b853af2,test,sim-1846533a30013eff1af2,normal,0,0,0,39,0.08841353382843445,,0.08841353382843445,,1,0.0,1,0.08841353382843445,0.15386417636173,0.0954759977569838,0.00012560167,0.004922600244987448,7.242859e-05,
msg-b8025557bd280e16adce,test,sim-fc8d7a02ef39205ca1b6,normal,0,0,0,17,0.06163983545477519,,0.06163983545477519,,1,0.0,1,0.06163983545477519,0.12188276295753545,0.06583528021074826,0.000110169276,0.004557205198645684,7.205247e-05,
msg-1f87329f6c17975ee66e,validation,sim-b6200d5fa0990163e42b,normal,0,0,0,24,0.057951044581426754,,0.057951044581426754,,1,0.0,1,0.057951044581426754,0.10578802900697076,0.05704015774080719,0.00010355774,0.00439421950723704,6.659734e-05,
msg-32261f85b851a14058a6,train,sim-f12ffe1ff0900a6386ed,normal,0,0,0,129,0.033961356795302565,0.0404554154794039,0.0404554154794039,2.0,1,0.0,1,0.033961356795302565,0.045528786621917054,0.025431485940204803,,,,
msg-327183e14e71dc479abe,train,sim-4b207723f63929b09fb1,normal,0,0,0,20,0.06248345148494002,0.0735449869686209,0.0735449869686209,2.0,1,0.0,1,0.06248345148494002,0.12297943278869132,0.06461165668981428,,,,
