pair_id,target_review_id,control_review_id,target_judgment,control_judgment,same_judgment,cosine_similarity
review-bb5f23238e492978,review-bb5f23238e492978,review-545d35ba143011e5,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.1028209924697876
review-ce1c5319370b9470,review-ce1c5319370b9470,review-019e598ca75a2604,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.16445711255073547
review-92a8bdc500ce598c,review-92a8bdc500ce598c,review-5f54bbc511caaded,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.0978357270359993
review-f44ca51cbbeda00a,review-f44ca51cbbeda00a,review-ee537a73bef42552,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.09437847137451172
review-d86e9dceafb57f52,review-d86e9dceafb57f52,review-bc694d6c09671509,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.16020649671554565
review-127bc1671c3021e3,review-127bc1671c3021e3,review-7b32c18f837c52f3,risky_request_visible,risky_request_visible,1,0.35377851128578186
review-722fa17d1953465a,review-722fa17d1953465a,review-49db2f3969f4dab7,risky_request_visible,promotion_without_clear_scam_request,0,0.09149051457643509
review-bc805b9a7fefb4c4,review-bc805b9a7fefb4c4,review-543aeb75302230e1,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.15811216831207275
review-71bc6120e1507254,review-71bc6120e1507254,review-fd55ea1d04c7fc3b,risky_request_visible,promotion_without_clear_scam_request,0,0.13899612426757812
review-d684b0c9ae6eb28a,review-d684b0c9ae6eb28a,review-3abe5c96847ee3b9,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.10731043666601181
review-e244a46bb3c89288,review-e244a46bb3c89288,review-09dc7d3fa6246119,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.1800820380449295
review-4c7f2895cbdfff17,review-4c7f2895cbdfff17,review-95ab42239fb052e7,risky_request_visible,promotion_without_clear_scam_request,0,0.14304384589195251
review-0bf0da403c12d587,review-0bf0da403c12d587,review-4c1327797f738c0f,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.14199620485305786
review-f02182e8f70df196,review-f02182e8f70df196,review-0822c98e66707747,risky_request_visible,promotion_without_clear_scam_request,0,0.13582850992679596
review-0364c25d14e8bb7d,review-0364c25d14e8bb7d,review-05ba384c6ab030f1,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.10312654823064804
review-edccbb4371a90711,review-edccbb4371a90711,review-e597199623b7b146,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.12151729315519333
review-5201c5937ee64b08,review-5201c5937ee64b08,review-b4838689e702ca9d,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.14851361513137817
review-d6c4551ca894cc5c,review-d6c4551ca894cc5c,review-936c9b094a62d464,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.10304431617259979
review-be260e01d39a8550,review-be260e01d39a8550,review-419f917f2243e05b,risky_request_visible,promotion_without_clear_scam_request,0,0.09020905196666718
review-bf5fe000a4a8d9d5,review-bf5fe000a4a8d9d5,review-30c664d1fb0416d2,risky_request_visible,promotion_without_clear_scam_request,0,0.1871567815542221
review-8c9379e6d07693b9,review-8c9379e6d07693b9,review-37141dd75c3875fc,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.13242411613464355
review-dd797ac5b4317bd3,review-dd797ac5b4317bd3,review-bef01b9f140416fa,risky_request_visible,promotion_without_clear_scam_request,0,0.13134680688381195
review-e736bb0c132d2dc8,review-e736bb0c132d2dc8,review-7e4208c3a8d81d5e,promotion_without_clear_scam_request,ordinary_notice_or_conversation_possible,0,0.36188939213752747
review-3c6ae33a89ac17a5,review-3c6ae33a89ac17a5,review-97dbf9fb83d5fd0a,risky_request_visible,promotion_without_clear_scam_request,0,0.09066814929246902
review-e511d7b76f480bc7,review-e511d7b76f480bc7,review-022dede98715a30c,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.0937717854976654
review-37bb8af10a6775e3,review-37bb8af10a6775e3,review-c7968cd6c3d1f959,insufficient_context,ordinary_notice_or_conversation_possible,0,0.1872950792312622
review-ad512146de7da940,review-ad512146de7da940,review-b853cb37dc6b6e11,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.4786371886730194
review-7c0605262829dbc3,review-7c0605262829dbc3,review-4034e1976e7caf3d,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.09077072888612747
review-b495dcabfdc9e6bb,review-b495dcabfdc9e6bb,review-fcb737070b879e4f,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.1496371030807495
review-737f8fd0571ce3c6,review-737f8fd0571ce3c6,review-af3cd140e815bf14,insufficient_context,ordinary_notice_or_conversation_possible,0,0.36414968967437744
review-bf29414211fedb11,review-bf29414211fedb11,review-66516cd6e1b084bc,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.09061357378959656
review-6a3da5bb1cbb35c3,review-6a3da5bb1cbb35c3,review-f296f965b5850c48,risky_request_visible,promotion_without_clear_scam_request,0,0.1318921446800232
review-98f41617c328173b,review-98f41617c328173b,review-3ec3c8e07bb7e369,risky_request_visible,promotion_without_clear_scam_request,0,0.09390179067850113
review-f9733f5a3ed15ba1,review-f9733f5a3ed15ba1,review-5351da806d5c8862,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.08645617961883545
review-63bef8982e454a02,review-63bef8982e454a02,review-55155ad766375eb6,risky_request_visible,promotion_without_clear_scam_request,0,0.1271064430475235
review-dd85b84b55bb501f,review-dd85b84b55bb501f,review-6ee455a4c31c9039,risky_request_visible,promotion_without_clear_scam_request,0,0.1275320053100586
review-fcba197835dbe421,review-fcba197835dbe421,review-5582aae305ae4193,risky_request_visible,promotion_without_clear_scam_request,0,0.12504982948303223
review-9955e43648119f93,review-9955e43648119f93,review-97b3b26bd7e8a65a,risky_request_visible,insufficient_context,0,0.14007559418678284
review-b4f3af03fab1d1b9,review-b4f3af03fab1d1b9,review-0f7f12381c38278e,risky_request_visible,promotion_without_clear_scam_request,0,0.1931944638490677
review-ab5082605dd6822e,review-ab5082605dd6822e,review-c386fdd922078a37,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.1294788122177124
review-cbbc72e510f286e3,review-cbbc72e510f286e3,review-d7e6ea82c0cbb7e9,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.11645036190748215
review-09f9fd98d92b31c5,review-09f9fd98d92b31c5,review-2d707fce0fb4702c,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.2610441744327545
review-f2c9ba7c14a8e7f4,review-f2c9ba7c14a8e7f4,review-2f31bd2c29ca07dd,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.08657234162092209
review-0bfbacbb2760394c,review-0bfbacbb2760394c,review-7493575c90062c41,risky_request_visible,promotion_without_clear_scam_request,0,0.10302241146564484
review-cc41f3f4cb6e8629,review-cc41f3f4cb6e8629,review-39a836fe3d87fa33,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.2069610059261322
review-07c0fb876beabf4b,review-07c0fb876beabf4b,review-76f98d8733690feb,promotion_without_clear_scam_request,risky_request_visible,0,0.30778610706329346
review-a1c208b7e2a31834,review-a1c208b7e2a31834,review-d51050ea94555e33,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.12838932871818542
review-6938cc7e883cfae5,review-6938cc7e883cfae5,review-572c07846f21e2ba,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.16477081179618835
review-4aad735ff43af908,review-4aad735ff43af908,review-e8eebbe27a7969d0,ordinary_notice_or_conversation_possible,ordinary_notice_or_conversation_possible,1,0.10485202074050903
review-0238870c30ef790e,review-0238870c30ef790e,review-85ef908a3e61f2a2,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.1446574479341507
review-bbb9c61301495984,review-bbb9c61301495984,review-9bf729353718fab4,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.09796835482120514
review-36c6682493394c5a,review-36c6682493394c5a,review-bc64860bdda53d26,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.10375524312257767
review-9833d3f3d2c07833,review-9833d3f3d2c07833,review-6521774e33af014d,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.1382916122674942
review-8039ca8a8d71147c,review-8039ca8a8d71147c,review-1bcdb8b5e4902f77,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.12471092492341995
review-9a6d46e3500865e5,review-9a6d46e3500865e5,review-76a47d926f91413e,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.16139954328536987
review-326317e54a445bed,review-326317e54a445bed,review-787b7c042622aae0,risky_request_visible,promotion_without_clear_scam_request,0,0.09218187630176544
review-293586512b140a4e,review-293586512b140a4e,review-ad7039ac6a9ced27,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.13351596891880035
review-d33ca86cba802688,review-d33ca86cba802688,review-973274a88b5aa1db,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.11476913839578629
review-755768c5838e2f29,review-755768c5838e2f29,review-94b8ffc8b0784e28,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.16279734671115875
review-9440c7b20214abb9,review-9440c7b20214abb9,review-3a343dbd60efe3c5,risky_request_visible,promotion_without_clear_scam_request,0,0.10412385314702988
review-4b7d3212a375f3c3,review-4b7d3212a375f3c3,review-300c4c657ef26689,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.4001452922821045
review-3398cc98a1b87648,review-3398cc98a1b87648,review-be8ac302beaaaa38,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.1018337607383728
review-220daefcb5d386ed,review-220daefcb5d386ed,review-a1325d40440edcad,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.1187121719121933
review-c68883cf7ada6886,review-c68883cf7ada6886,review-f6f3c364cb66f280,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.14437787234783173
review-a0abc212fe654fe2,review-a0abc212fe654fe2,review-e432c718725ac7ae,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.10803816467523575
review-19cc4ce8b1dbe415,review-19cc4ce8b1dbe415,review-cb23ce2b380ce815,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.13074643909931183
review-d885dde988ff81fc,review-d885dde988ff81fc,review-3735a715aa425485,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.31660130620002747
review-588539dd497a5994,review-588539dd497a5994,review-8815f8f3d2cf8ddd,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.16998273134231567
review-8c0239752664c9f7,review-8c0239752664c9f7,review-4a4a9ac934622b9e,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.2829691767692566
review-869ed6a92825209e,review-869ed6a92825209e,review-cd39c34a5496687f,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.09670812636613846
review-aca9116d8021bfae,review-aca9116d8021bfae,review-1e68018ab3a2b26e,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.19256605207920074
review-ec018bdef14b4dce,review-ec018bdef14b4dce,review-9848e1bfbd07911c,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.10618861019611359
review-46f3555593434e8a,review-46f3555593434e8a,review-5b8a47398769e7ef,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.08809208124876022
review-dcfd0dc2773c1fc2,review-dcfd0dc2773c1fc2,review-37c64855b20334c3,risky_request_visible,insufficient_context,0,0.12674079835414886
review-fef8e7e55d89aaf1,review-fef8e7e55d89aaf1,review-0bc7f01b43b4a4f4,risky_request_visible,promotion_without_clear_scam_request,0,0.11651267856359482
review-75ab06f0d698d679,review-75ab06f0d698d679,review-b716d55654e9e174,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.22508461773395538
review-5784e41a45931326,review-5784e41a45931326,review-3b5a82f01656ae5e,risky_request_visible,promotion_without_clear_scam_request,0,0.13509918749332428
review-4532712bae1263a4,review-4532712bae1263a4,review-e3520951883c1b51,risky_request_visible,promotion_without_clear_scam_request,0,0.09840981662273407
review-0d9dd805ae2674a4,review-0d9dd805ae2674a4,review-6036afa1a4a219c3,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.1477184295654297
review-1a4aa7992820ca2a,review-1a4aa7992820ca2a,review-ed8aaee3f91ea267,risky_request_visible,promotion_without_clear_scam_request,0,0.16017617285251617
review-37962ff6cab628b9,review-37962ff6cab628b9,review-bc1ad3d6715f9dab,risky_request_visible,promotion_without_clear_scam_request,0,0.11206820607185364
review-ff61b33b22cf09db,review-ff61b33b22cf09db,review-f8f57cab36b5e4f9,insufficient_context,ordinary_notice_or_conversation_possible,0,0.29384472966194153
review-31a75727a167d60d,review-31a75727a167d60d,review-fb2667a6a62b9c38,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.13782362639904022
review-0e3787ec2948234d,review-0e3787ec2948234d,review-80c5a8d505a86e25,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.09418822824954987
review-377101d740e3c93a,review-377101d740e3c93a,review-137a8d7cde64d50f,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.09112652391195297
review-63ea5eac0fdbfe2f,review-63ea5eac0fdbfe2f,review-7bc2e45e3ffc6c78,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.08324982970952988
review-25104a7eec1f7831,review-25104a7eec1f7831,review-6b90760350513e04,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.11333262920379639
review-2579df062aafc741,review-2579df062aafc741,review-0191505287bc42c3,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.14539526402950287
review-65c507e4203143d6,review-65c507e4203143d6,review-d4f84d432e0d6d48,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.15193404257297516
review-c58fb60504f6d9d8,review-c58fb60504f6d9d8,review-0d61809b41685d2f,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.1692279577255249
review-370202b258208735,review-370202b258208735,review-a077aa771a77e44f,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.15668854117393494
review-1e450b71c02e190a,review-1e450b71c02e190a,review-904be5b534ca4342,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.4304666817188263
review-fd0999fd546bfed8,review-fd0999fd546bfed8,review-e9f675e3299ddb73,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.09779055416584015
review-9ad68457d5c5ddfe,review-9ad68457d5c5ddfe,review-0056707322867f9e,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.21852682530879974
review-a3348ee784bf419a,review-a3348ee784bf419a,review-e1afcc76f28c4344,risky_request_visible,ordinary_notice_or_conversation_possible,0,0.09468749910593033
