date,region,category,ad_spend,visits,sales
2024-07-23 16:09:00,Incheon,food,47.6,39,478.0
2024-07-23 21:26:00,Gwangju,fashion,68.0,53,410.0
2024-07-23 14:25:00,Daegu,tech,70.7,44,234.0
2024-07-23 14:42:00,Daegu,fashion,51.1,52,422.0
2024-07-23 15:36:00,Incheon,food,59.8,50,467.0
2024-07-23 16:57:00,Incheon,food,27.7,48,313.0
2024-07-23 15:03:00,Incheon,fashion,45.5,66,488.0
2024-07-23 08:52:00,Incheon,fashion,59.9,51,130.0
2024-07-23 13:45:00,Daegu,home,29.9,50,65.0
2024-07-23 12:30:00,Busan,fashion,73.9,51,54.0
2024-07-23 19:10:00,Seoul,tech,71.8,48,189.0
2024-07-23 17:32:00,Incheon,tech,69.2,45,284.0
2024-07-23 17:02:00,Incheon,home,52.4,51,423.0
2024-07-23 14:56:00,Seoul,tech,77.3,61,353.0
2024-07-23 13:36:00,Busan,home,36.1,53,450.0
2024-07-23 19:32:00,Incheon,food,33.3,61,357.0
2024-07-23 18:43:00,Seoul,tech,87.9,55,147.0
2024-07-23 14:59:00,Daegu,food,23.8,57,490.0
2024-07-23 14:13:00,Incheon,tech,17.2,38,320.0
2024-07-23 15:14:00,Busan,food,56.5,50,97.0
2024-07-23 11:46:00,Daegu,tech,77.3,43,424.0
2024-07-23 14:02:00,Incheon,tech,39.5,43,59.0
2024-07-23 17:27:00,Seoul,home,24.8,57,107.0
2024-07-23 15:16:00,Gwangju,fashion,33.7,51,476.0
2024-07-23 11:25:00,Gwangju,food,35.1,56,415.0
2024-07-23 14:52:00,Gwangju,food,61.0,49,380.0
2024-07-23 10:31:00,Busan,food,96.8,50,210.0
2024-07-23 14:55:00,Busan,home,55.6,40,394.0
2024-07-23 13:43:00,Busan,tech,71.8,58,396.0
2024-07-23 09:59:00,Gwangju,fashion,46.2,58,345.0
2024-07-23 18:52:00,Incheon,fashion,61.9,47,497.0
2024-07-24 20:09:00,Daegu,home,39.6,48,204.0
2024-07-24 15:26:00,Busan,fashion,70.0,46,409.0
2024-07-24 18:40:00,Incheon,food,86.8,44,59.0
2024-07-24 18:18:00,Busan,tech,99.3,53,287.0
2024-07-24 16:16:00,Seoul,home,53.4,40,79.0
2024-07-24 16:40:00,Daegu,tech,85.2,56,376.0
2024-07-24 19:07:00,Daegu,home,68.4,47,110.0
2024-07-24 17:04:00,Daegu,tech,20.1,39,218.0
2024-07-24 13:48:00,Gwangju,tech,94.5,62,210.0
2024-07-24 08:05:00,Incheon,food,38.0,39,424.0
2024-07-24 22:31:00,Incheon,fashion,63.9,50,474.0
2024-07-24 16:11:00,Seoul,tech,92.1,56,323.0
2024-07-24 17:29:00,Gwangju,home,20.0,41,138.0
2024-07-24 09:05:00,Busan,home,17.5,50,423.0
2024-07-24 15:18:00,Incheon,home,87.6,58,276.0
2024-07-24 18:57:00,Seoul,fashion,42.1,40,377.0
2024-07-24 11:37:00,Busan,tech,81.7,36,215.0
2024-07-24 18:35:00,Incheon,food,87.7,63,439.0
2024-07-24 18:30:00,Gwangju,home,60.1,45,127.0
2024-07-24 18:37:00,Gwangju,food,39.0,53,324.0
2024-07-24 19:59:00,Daegu,food,68.9,57,134.0
2024-07-24 15:22:00,Seoul,home,63.7,45,243.0
2024-07-24 16:35:00,Incheon,tech,71.9,47,392.0
2024-07-24 18:09:00,Daegu,fashion,11.0,54,474.0
2024-07-24 19:16:00,Daegu,food,67.8,54,331.0
2024-07-24 11:52:00,Gwangju,food,98.0,40,461.0
2024-07-24 16:48:00,Seoul,fashion,66.7,47,310.0
2024-07-24 16:22:00,Seoul,tech,93.5,49,462.0
2024-07-24 10:05:00,Daegu,tech,83.2,45,268.0
2024-07-24 14:41:00,Daegu,food,55.7,57,106.0
2024-07-24 09:51:00,Busan,tech,42.8,58,374.0
2024-07-24 11:16:00,Gwangju,home,29.1,41,489.0
2024-07-24 13:43:00,Seoul,fashion,54.1,50,496.0
2024-07-24 21:47:00,Daegu,tech,85.6,47,370.0
2024-07-24 14:34:00,Gwangju,home,79.7,48,259.0
2024-07-24 13:12:00,Incheon,fashion,42.8,59,282.0
2024-07-24 11:50:00,Busan,home,57.1,54,408.0
2024-07-24 18:46:00,Busan,food,22.4,48,152.0
2024-07-24 17:59:00,Busan,food,53.9,54,442.0
2024-07-24 14:58:00,Incheon,tech,61.9,57,372.0
2024-07-24 11:01:00,Seoul,food,83.0,44,474.0
2024-07-25 15:00:00,Daegu,home,60.6,48,298.0
2024-07-25 13:29:00,Seoul,fashion,90.6,48,237.0
2024-07-25 17:55:00,Incheon,food,32.0,55,171.0
2024-07-25 18:32:00,Daegu,tech,52.8,57,472.0
2024-07-25 16:41:00,Gwangju,tech,56.0,55,210.0
2024-07-25 15:01:00,Busan,fashion,58.9,50,273.0
2024-07-25 12:10:00,Gwangju,tech,28.9,46,301.0
2024-07-25 11:13:00,Daegu,tech,43.2,59,172.0
2024-07-25 14:06:00,Gwangju,home,12.9,37,140.0
2024-07-25 13:50:00,Gwangju,home,14.3,43,132.0
2024-07-25 17:08:00,Daegu,food,10.0,61,470.0
2024-07-25 19:05:00,Daegu,home,76.5,51,249.0
2024-07-25 17:47:00,Daegu,food,16.8,50,406.0
2024-07-25 16:04:00,Busan,food,81.7,52,253.0
2024-07-25 13:53:00,Gwangju,home,18.4,52,170.0
2024-07-25 20:18:00,Daegu,home,56.9,49,104.0
2024-07-25 11:19:00,Incheon,fashion,50.9,55,58.0
2024-07-25 11:59:00,Daegu,food,47.3,50,157.0
2024-07-25 15:45:00,Gwangju,food,58.1,58,373.0
2024-07-25 20:28:00,Daegu,tech,31.8,42,108.0
2024-07-25 15:14:00,Daegu,fashion,39.8,42,404.0
2024-07-25 16:04:00,Busan,tech,29.8,54,151.0
2024-07-25 10:55:00,Seoul,home,36.1,51,86.0
2024-07-25 15:37:00,Gwangju,home,83.4,53,260.0
2024-07-25 17:49:00,Gwangju,food,59.4,51,477.0
2024-07-25 20:05:00,Daegu,home,18.0,45,79.0
2024-07-25 12:25:00,Busan,home,89.3,48,206.0
2024-07-25 18:00:00,Seoul,tech,60.0,39,216.0
2024-07-25 17:26:00,Incheon,tech,65.5,49,490.0
2024-07-25 19:49:00,Seoul,fashion,57.7,41,375.0
2024-07-25 12:05:00,Busan,tech,51.5,54,430.0
2024-07-25 18:25:00,Daegu,fashion,77.7,59,435.0
2024-07-25 11:25:00,Seoul,tech,17.0,56,123.0
2024-07-25 19:48:00,Busan,fashion,20.2,51,73.0
2024-07-25 10:49:00,Busan,tech,32.1,52,335.0
2024-07-25 19:39:00,Gwangju,home,16.8,44,234.0
2024-07-25 20:35:00,Seoul,fashion,37.1,52,291.0
2024-07-25 20:07:00,Daegu,food,51.6,51,499.0
2024-07-25 13:26:00,Seoul,tech,10.8,49,60.0
2024-07-25 17:26:00,Daegu,home,11.0,46,93.0
2024-07-25 14:35:00,Gwangju,fashion,55.8,42,389.0
2024-07-25 11:28:00,Gwangju,food,63.8,45,283.0
2024-07-25 21:06:00,Busan,fashion,43.8,51,173.0
2024-07-25 21:42:00,Seoul,food,36.2,46,377.0
2024-07-25 13:53:00,Busan,fashion,31.4,47,70.0
2024-07-25 22:25:00,Busan,food,23.6,45,210.0
2024-07-25 10:09:00,Seoul,fashion,88.4,53,358.0
2024-07-25 09:00:00,Incheon,home,51.2,45,375.0
2024-07-25 14:44:00,Gwangju,home,20.9,42,317.0
2024-07-25 17:06:00,Daegu,food,35.2,39,181.0
2024-07-25 17:12:00,Daegu,tech,66.1,39,276.0
2024-07-26 12:58:00,Gwangju,food,54.6,48,147.0
2024-07-26 16:17:00,Incheon,food,44.0,49,324.0
2024-07-26 14:36:00,Incheon,fashion,96.3,41,420.0
2024-07-26 13:19:00,Busan,food,74.8,51,195.0
2024-07-26 17:38:00,Daegu,tech,16.7,49,93.0
2024-07-26 22:56:00,Busan,fashion,96.8,42,152.0
2024-07-26 09:10:00,Seoul,tech,79.7,43,207.0
2024-07-26 15:17:00,Incheon,fashion,45.5,48,422.0
2024-07-26 11:00:00,Daegu,fashion,76.0,53,422.0
2024-07-26 11:29:00,Busan,food,80.8,52,348.0
2024-07-26 18:25:00,Seoul,tech,90.2,50,231.0
2024-07-26 11:01:00,Seoul,fashion,71.9,47,121.0
2024-07-26 13:34:00,Busan,tech,34.7,51,110.0
2024-07-26 21:53:00,Incheon,home,56.0,49,347.0
2024-07-26 15:05:00,Busan,food,73.7,42,79.0
2024-07-26 10:42:00,Gwangju,home,11.7,56,70.0
2024-07-26 17:04:00,Busan,home,54.4,43,365.0
2024-07-26 13:27:00,Daegu,fashion,98.4,59,472.0
2024-07-26 18:38:00,Incheon,food,35.1,49,224.0
2024-07-26 16:18:00,Seoul,fashion,99.5,54,461.0
2024-07-26 14:04:00,Daegu,tech,11.7,49,268.0
2024-07-26 16:09:00,Busan,home,55.7,42,425.0
2024-07-26 22:28:00,Gwangju,food,35.9,42,151.0
2024-07-26 16:25:00,Busan,food,27.6,53,302.0
2024-07-26 13:58:00,Daegu,food,64.0,40,235.0
2024-07-26 16:21:00,Gwangju,fashion,51.0,54,122.0
2024-07-26 15:55:00,Busan,fashion,56.2,52,197.0
2024-07-26 18:03:00,Seoul,tech,83.8,51,178.0
2024-07-26 14:02:00,Seoul,tech,34.7,40,194.0
2024-07-26 18:25:00,Daegu,fashion,30.8,55,414.0
2024-07-26 18:52:00,Incheon,home,70.5,61,485.0
2024-07-26 21:45:00,Busan,home,59.9,43,166.0
2024-07-26 13:12:00,Busan,food,11.6,55,333.0
2024-07-27 16:47:00,Gwangju,home,22.4,43,107.0
2024-07-27 12:02:00,Incheon,home,80.5,55,359.0
2024-07-27 09:02:00,Incheon,home,86.7,54,360.0
2024-07-27 19:12:00,Seoul,fashion,85.7,53,401.0
2024-07-27 16:37:00,Incheon,fashion,31.8,51,116.0
2024-07-27 22:40:00,Busan,fashion,29.3,53,494.0
2024-07-27 12:49:00,Seoul,fashion,34.4,43,290.0
2024-07-27 16:13:00,Incheon,food,46.9,40,69.0
2024-07-27 15:56:00,Incheon,tech,79.2,38,276.0
2024-07-27 09:08:00,Incheon,food,62.6,63,111.0
2024-07-27 13:08:00,Incheon,tech,70.8,51,382.0
2024-07-27 17:03:00,Busan,fashion,33.4,53,87.0
2024-07-27 14:36:00,Incheon,food,51.4,47,336.0
2024-07-27 18:53:00,Daegu,food,81.2,49,397.0
2024-07-27 17:55:00,Incheon,food,64.3,62,120.0
2024-07-27 19:40:00,Daegu,fashion,99.2,45,102.0
2024-07-27 15:16:00,Seoul,home,66.1,61,381.0
2024-07-27 19:14:00,Gwangju,tech,53.5,46,230.0
2024-07-27 15:40:00,Incheon,tech,72.4,42,283.0
2024-07-27 13:31:00,Busan,home,18.0,35,374.0
2024-07-27 16:16:00,Busan,tech,42.9,64,353.0
2024-07-27 20:51:00,Gwangju,home,17.6,57,378.0
2024-07-27 11:57:00,Gwangju,food,29.8,59,236.0
2024-07-27 16:11:00,Gwangju,tech,92.6,48,50.0
2024-07-27 12:19:00,Seoul,home,18.7,52,472.0
2024-07-27 11:16:00,Incheon,fashion,91.7,46,59.0
2024-07-27 16:56:00,Busan,fashion,18.3,58,152.0
2024-07-27 08:22:00,Busan,tech,65.8,38,355.0
2024-07-27 13:31:00,Incheon,food,36.0,44,171.0
2024-07-27 16:01:00,Seoul,fashion,93.5,51,409.0
2024-07-27 15:10:00,Busan,tech,78.1,53,315.0
2024-07-27 16:05:00,Busan,tech,10.0,47,320.0
2024-07-27 12:45:00,Gwangju,tech,16.0,36,134.0
2024-07-27 16:52:00,Daegu,home,62.2,53,479.0
2024-07-27 17:34:00,Seoul,fashion,39.3,49,106.0
2024-07-27 19:23:00,Seoul,tech,49.2,44,384.0
2024-07-27 12:47:00,Daegu,fashion,94.0,46,216.0
2024-07-27 10:56:00,Daegu,tech,75.6,63,276.0
2024-07-27 08:53:00,Gwangju,food,96.9,52,471.0
2024-07-27 17:54:00,Busan,fashion,23.7,53,52.0
2024-07-27 22:01:00,Gwangju,home,69.3,47,181.0
2024-07-27 16:07:00,Gwangju,food,22.7,44,394.0
2024-07-27 17:07:00,Gwangju,fashion,12.3,53,448.0
2024-07-27 18:54:00,Gwangju,home,57.2,49,399.0
2024-07-27 16:16:00,Gwangju,food,75.5,40,366.0
2024-07-27 15:15:00,Incheon,food,76.9,61,496.0
2024-07-27 12:05:00,Incheon,tech,21.6,50,310.0
2024-07-27 13:01:00,Busan,home,60.1,53,64.0
2024-07-27 17:13:00,Seoul,tech,15.7,40,191.0
2024-07-27 14:43:00,Seoul,fashion,84.5,47,374.0
2024-07-27 13:16:00,Busan,home,64.6,50,145.0
2024-07-27 16:46:00,Incheon,fashion,56.1,46,168.0
2024-07-27 09:22:00,Daegu,food,18.5,42,326.0
2024-07-27 11:39:00,Incheon,fashion,99.1,54,57.0
2024-07-27 19:55:00,Busan,tech,11.4,53,140.0
2024-07-27 11:54:00,Incheon,food,13.6,53,299.0
2024-07-27 09:53:00,Gwangju,home,43.3,60,430.0
2024-07-28 16:47:00,Incheon,home,81.6,48,154.0
2024-07-28 20:56:00,Daegu,home,82.9,58,283.0
2024-07-28 09:48:00,Incheon,fashion,41.0,50,284.0
2024-07-28 12:08:00,Gwangju,tech,48.2,59,360.0
2024-07-28 15:37:00,Busan,fashion,47.0,51,451.0
2024-07-28 14:34:00,Daegu,fashion,88.7,42,334.0
2024-07-28 14:35:00,Busan,home,17.7,49,494.0
2024-07-28 17:22:00,Daegu,tech,56.9,42,195.0
2024-07-28 12:40:00,Daegu,home,25.0,40,458.0
2024-07-28 18:37:00,Gwangju,food,25.0,54,177.0
2024-07-28 13:28:00,Gwangju,home,11.7,51,406.0
2024-07-28 12:43:00,Incheon,home,44.5,52,253.0
2024-07-28 21:43:00,Daegu,food,39.9,58,296.0
2024-07-28 13:43:00,Daegu,home,75.4,50,388.0
2024-07-28 11:40:00,Busan,tech,39.0,63,465.0
2024-07-28 17:54:00,Daegu,fashion,17.6,54,351.0
2024-07-28 21:05:00,Incheon,fashion,95.9,62,212.0
2024-07-28 19:26:00,Busan,fashion,98.1,50,424.0
2024-07-28 14:27:00,Busan,tech,43.7,40,243.0
2024-07-28 11:29:00,Daegu,fashion,10.6,46,268.0
2024-07-28 22:35:00,Seoul,home,23.9,44,413.0
2024-07-28 14:29:00,Busan,tech,74.2,48,461.0
2024-07-28 12:52:00,Daegu,home,53.0,44,136.0
2024-07-28 16:48:00,Seoul,tech,28.0,44,155.0
2024-07-28 16:20:00,Busan,tech,65.2,47,67.0
2024-07-28 12:24:00,Busan,tech,47.5,47,107.0
2024-07-28 16:29:00,Seoul,tech,84.7,44,271.0
2024-07-28 16:00:00,Incheon,fashion,78.9,49,330.0
2024-07-28 17:39:00,Incheon,fashion,89.2,59,221.0
2024-07-28 19:13:00,Incheon,tech,82.7,51,109.0
2024-07-28 17:34:00,Busan,food,31.9,57,435.0
2024-07-28 17:21:00,Seoul,fashion,90.4,43,489.0
2024-07-28 20:31:00,Gwangju,fashion,58.8,53,73.0
2024-07-28 18:40:00,Seoul,home,48.1,53,486.0
2024-07-28 17:50:00,Daegu,food,97.6,42,316.0
2024-07-28 17:46:00,Seoul,fashion,60.7,66,183.0
2024-07-28 12:44:00,Busan,home,17.4,48,134.0
2024-07-28 15:35:00,Busan,tech,28.5,45,386.0
2024-07-28 19:03:00,Gwangju,home,23.7,38,262.0
2024-07-28 20:13:00,Daegu,fashion,49.0,41,469.0
2024-07-28 17:05:00,Busan,home,34.0,55,355.0
2024-07-28 16:24:00,Busan,home,95.7,57,163.0
2024-07-28 15:40:00,Gwangju,food,48.2,49,58.0
2024-07-28 16:02:00,Seoul,home,81.9,50,434.0
2024-07-28 19:18:00,Daegu,tech,49.2,45,269.0
2024-07-28 14:18:00,Seoul,fashion,32.7,48,323.0
2024-07-28 11:07:00,Busan,home,66.5,46,54.0
2024-07-28 13:36:00,Daegu,tech,37.3,50,258.0
2024-07-28 17:48:00,Incheon,fashion,15.9,51,395.0
2024-07-28 18:45:00,Gwangju,home,16.0,44,125.0
2024-07-29 14:04:00,Seoul,home,87.5,38,422.0
2024-07-29 20:11:00,Daegu,food,88.1,59,186.0
2024-07-29 19:20:00,Seoul,food,18.1,51,97.0
2024-07-29 17:51:00,Seoul,home,38.0,46,330.0
2024-07-29 16:18:00,Gwangju,fashion,49.2,48,313.0
2024-07-29 18:11:00,Daegu,tech,87.2,39,71.0
2024-07-29 18:08:00,Gwangju,home,37.9,44,257.0
2024-07-29 12:35:00,Gwangju,home,91.1,41,234.0
2024-07-29 22:08:00,Busan,food,71.0,49,194.0
2024-07-29 13:46:00,Incheon,fashion,63.4,53,58.0
2024-07-29 14:29:00,Incheon,home,18.2,49,144.0
2024-07-29 17:12:00,Busan,fashion,93.1,48,61.0
2024-07-29 14:54:00,Gwangju,fashion,77.7,41,225.0
2024-07-29 16:23:00,Incheon,home,92.0,63,53.0
2024-07-29 11:23:00,Incheon,fashion,45.7,46,75.0
2024-07-29 16:55:00,Gwangju,home,43.1,47,250.0
2024-07-29 18:40:00,Incheon,fashion,25.1,48,165.0
2024-07-29 16:21:00,Busan,tech,90.2,51,471.0
2024-07-29 15:41:00,Busan,food,60.8,49,447.0
2024-07-29 15:12:00,Daegu,food,68.6,45,236.0
2024-07-29 15:08:00,Daegu,home,28.4,43,397.0
2024-07-29 20:19:00,Incheon,fashion,95.6,52,209.0
2024-07-29 12:48:00,Seoul,home,36.8,49,409.0
2024-07-29 13:53:00,Incheon,tech,21.5,44,445.0
2024-07-29 10:31:00,Incheon,fashion,75.5,47,249.0
2024-07-29 12:06:00,Gwangju,fashion,66.4,51,102.0
2024-07-29 16:26:00,Seoul,tech,22.3,61,209.0
2024-07-29 21:03:00,Busan,tech,39.6,45,124.0
2024-07-29 18:00:00,Seoul,home,59.8,41,435.0
2024-07-29 16:23:00,Daegu,home,30.2,43,400.0
2024-07-29 13:07:00,Gwangju,home,62.2,49,242.0
2024-07-29 17:09:00,Incheon,food,35.6,56,177.0
2024-07-29 16:20:00,Seoul,tech,14.3,48,152.0
2024-07-29 19:06:00,Seoul,food,20.6,65,500.0
2024-07-29 16:04:00,Gwangju,fashion,28.2,43,185.0
2024-07-29 18:12:00,Incheon,tech,54.4,46,193.0
2024-07-29 14:21:00,Busan,tech,29.8,47,203.0
2024-07-29 19:10:00,Seoul,food,27.7,54,58.0
2024-07-29 18:21:00,Busan,food,85.4,45,399.0
2024-07-29 17:04:00,Daegu,tech,42.1,45,477.0
2024-07-29 17:30:00,Gwangju,food,28.2,48,75.0
2024-07-29 21:57:00,Seoul,home,69.0,50,133.0
2024-07-29 11:18:00,Gwangju,fashion,42.7,45,485.0
2024-07-29 16:13:00,Gwangju,fashion,52.8,59,441.0
2024-07-29 14:29:00,Incheon,home,62.9,35,219.0
2024-07-29 17:39:00,Gwangju,home,35.8,39,280.0
2024-07-29 16:21:00,Busan,home,40.6,40,89.0
2024-07-29 21:50:00,Busan,food,68.1,58,377.0
2024-07-29 22:06:00,Incheon,tech,91.9,46,295.0
2024-07-29 11:03:00,Gwangju,fashion,49.2,51,145.0
2024-07-29 17:50:00,Daegu,home,35.6,57,435.0
2024-07-29 11:29:00,Daegu,tech,53.3,51,273.0
2024-07-29 11:06:00,Seoul,fashion,56.3,52,345.0
2024-07-29 17:04:00,Seoul,home,68.3,63,131.0
2024-07-30 14:17:00,Daegu,home,58.2,36,339.0
2024-07-30 15:01:00,Busan,fashion,12.3,55,426.0
2024-07-30 15:37:00,Daegu,fashion,33.0,52,486.0
2024-07-30 10:05:00,Incheon,home,12.3,53,194.0
2024-07-30 14:02:00,Daegu,tech,41.6,47,296.0
2024-07-30 12:24:00,Daegu,fashion,87.3,48,301.0
2024-07-30 19:17:00,Gwangju,fashion,77.0,47,461.0
2024-07-30 11:27:00,Busan,tech,45.2,65,351.0
2024-07-30 18:55:00,Busan,tech,89.5,46,164.0
2024-07-30 18:20:00,Incheon,food,46.0,41,164.0
2024-07-30 19:50:00,Daegu,home,86.4,50,212.0
2024-07-30 21:14:00,Gwangju,fashion,90.2,52,296.0
2024-07-30 16:30:00,Daegu,fashion,22.7,59,497.0
2024-07-30 11:57:00,Gwangju,tech,96.4,45,466.0
2024-07-30 17:31:00,Busan,food,95.8,54,458.0
2024-07-30 16:20:00,Gwangju,tech,85.8,49,368.0
2024-07-30 16:00:00,Daegu,food,47.6,38,170.0
2024-07-30 17:43:00,Incheon,home,79.8,51,466.0
2024-07-30 18:33:00,Seoul,food,13.6,48,125.0
2024-07-30 09:28:00,Seoul,food,82.2,52,125.0
2024-07-30 18:30:00,Seoul,home,87.5,57,91.0
2024-07-30 10:20:00,Busan,fashion,59.7,47,484.0
2024-07-30 15:14:00,Incheon,tech,46.7,45,419.0
2024-07-30 22:12:00,Seoul,food,74.7,48,302.0
2024-07-30 15:39:00,Seoul,food,76.7,55,145.0
2024-07-30 16:23:00,Incheon,tech,84.4,45,395.0
2024-07-30 14:05:00,Daegu,fashion,46.9,53,454.0
2024-07-30 16:58:00,Busan,food,12.7,49,444.0
2024-07-30 21:31:00,Gwangju,food,20.3,67,341.0
2024-07-30 09:42:00,Gwangju,tech,67.9,61,235.0
2024-07-30 20:10:00,Daegu,tech,71.1,51,189.0
2024-07-30 20:55:00,Busan,fashion,79.0,64,397.0
2024-07-30 09:31:00,Seoul,tech,24.4,57,383.0
2024-07-30 15:18:00,Gwangju,fashion,78.1,37,456.0
2024-07-30 08:09:00,Seoul,food,15.8,53,330.0
2024-07-30 13:11:00,Busan,tech,94.6,51,490.0
2024-07-30 17:46:00,Daegu,fashion,91.5,57,352.0
2024-07-30 22:46:00,Busan,tech,71.7,55,208.0
2024-07-30 10:07:00,Seoul,home,33.9,58,270.0
2024-07-30 21:19:00,Incheon,food,83.8,45,460.0
2024-07-30 22:11:00,Incheon,tech,69.5,44,351.0
2024-07-30 15:30:00,Daegu,food,48.4,39,363.0
2024-07-30 13:57:00,Gwangju,home,94.8,45,408.0
2024-07-30 17:38:00,Gwangju,fashion,60.3,49,352.0
2024-07-30 09:04:00,Seoul,home,40.9,54,193.0
2024-07-30 21:26:00,Seoul,fashion,74.6,60,173.0
2024-07-30 14:43:00,Daegu,fashion,32.6,52,196.0
2024-07-30 17:47:00,Gwangju,tech,78.7,53,440.0
2024-07-30 15:34:00,Incheon,fashion,78.9,37,362.0
2024-07-31 13:57:00,Incheon,tech,14.3,52,457.0
2024-07-31 16:52:00,Daegu,tech,13.8,41,146.0
2024-07-31 15:31:00,Incheon,tech,75.2,53,183.0
2024-07-31 21:27:00,Gwangju,fashion,19.7,50,478.0
2024-07-31 21:17:00,Daegu,food,69.8,41,397.0
2024-07-31 19:30:00,Gwangju,home,14.2,65,249.0
2024-07-31 11:13:00,Daegu,food,22.6,60,124.0
2024-07-31 16:07:00,Busan,fashion,63.1,58,374.0
2024-07-31 19:50:00,Seoul,fashion,95.2,41,438.0
2024-07-31 15:48:00,Incheon,home,46.4,53,107.0
2024-07-31 18:38:00,Busan,fashion,42.5,38,164.0
2024-07-31 12:07:00,Busan,home,31.8,57,463.0
2024-07-31 15:45:00,Daegu,food,73.7,59,191.0
2024-07-31 15:21:00,Daegu,tech,35.4,50,418.0
2024-07-31 22:01:00,Daegu,food,25.3,53,405.0
2024-07-31 13:14:00,Busan,fashion,34.2,49,487.0
2024-07-31 15:40:00,Daegu,home,86.3,53,450.0
2024-07-31 19:09:00,Busan,home,19.0,57,90.0
2024-07-31 17:08:00,Daegu,fashion,78.2,51,167.0
2024-07-31 21:51:00,Busan,food,42.9,39,53.0
2024-07-31 16:59:00,Incheon,home,82.7,53,242.0
2024-07-31 14:53:00,Gwangju,home,36.7,51,250.0
2024-07-31 16:23:00,Daegu,food,47.6,56,422.0
2024-07-31 13:22:00,Seoul,food,48.8,53,154.0
2024-07-31 16:12:00,Seoul,home,60.1,46,176.0
2024-07-31 21:52:00,Gwangju,fashion,68.1,58,423.0
2024-07-31 12:40:00,Incheon,food,30.1,56,102.0
2024-07-31 15:14:00,Gwangju,fashion,58.8,60,162.0
2024-07-31 16:19:00,Gwangju,tech,94.6,45,404.0
2024-07-31 16:11:00,Gwangju,fashion,45.9,46,354.0
2024-07-31 14:53:00,Busan,tech,95.4,50,330.0
2024-07-31 08:01:00,Daegu,food,76.6,53,113.0
2024-07-31 18:48:00,Busan,home,73.8,50,371.0
2024-07-31 15:39:00,Daegu,home,61.9,69,93.0
2024-07-31 11:44:00,Busan,food,45.4,50,369.0
2024-07-31 19:35:00,Busan,tech,53.3,49,279.0
2024-07-31 21:05:00,Busan,food,61.0,49,286.0
2024-07-31 13:52:00,Incheon,home,38.5,46,105.0
2024-07-31 10:05:00,Incheon,fashion,33.7,39,174.0
2024-07-31 15:55:00,Daegu,fashion,13.3,61,477.0
2024-07-31 16:53:00,Daegu,home,55.1,55,160.0
2024-07-31 14:35:00,Daegu,home,57.6,68,266.0
2024-07-31 19:03:00,Daegu,tech,23.6,54,465.0
2024-07-31 11:08:00,Daegu,fashion,82.5,47,208.0
2024-07-31 12:02:00,Gwangju,fashion,91.3,44,486.0
2024-07-31 09:23:00,Busan,home,22.6,51,79.0
2024-07-31 10:38:00,Gwangju,tech,78.5,50,238.0
2024-07-31 21:41:00,Daegu,tech,38.8,47,331.0
2024-07-31 16:16:00,Seoul,home,84.0,50,449.0
2024-07-31 09:38:00,Busan,home,71.1,45,222.0
2024-07-31 16:15:00,Busan,food,90.1,52,499.0
2024-07-31 15:14:00,Incheon,home,58.5,44,187.0
2024-07-31 17:16:00,Daegu,fashion,11.9,46,155.0
2024-07-31 20:49:00,Busan,tech,25.5,40,214.0
2024-07-31 10:33:00,Busan,fashion,55.2,49,378.0
2024-07-31 14:43:00,Busan,food,25.6,45,448.0
2024-07-31 09:28:00,Daegu,home,26.2,51,200.0
2024-07-31 15:03:00,Busan,home,43.8,52,103.0
2024-07-31 17:47:00,Daegu,food,34.2,53,283.0
2024-07-31 18:11:00,Busan,tech,87.8,50,306.0
2024-08-01 18:41:00,Seoul,tech,21.7,50,364.0
2024-08-01 20:18:00,Incheon,food,66.1,53,182.0
2024-08-01 14:18:00,Seoul,food,37.9,42,77.0
2024-08-01 20:48:00,Incheon,home,87.2,55,230.0
2024-08-01 16:17:00,Busan,food,56.6,59,251.0
2024-08-01 17:17:00,Incheon,fashion,10.9,40,150.0
2024-08-01 22:09:00,Gwangju,home,59.1,59,183.0
2024-08-01 16:19:00,Incheon,home,70.0,59,311.0
2024-08-01 15:43:00,Seoul,food,86.2,54,314.0
2024-08-01 15:31:00,Daegu,tech,70.6,45,350.0
2024-08-01 20:37:00,Gwangju,fashion,24.4,55,485.0
2024-08-01 14:45:00,Incheon,home,60.3,57,204.0
2024-08-01 18:47:00,Incheon,food,93.0,53,405.0
2024-08-01 19:36:00,Busan,home,94.2,42,254.0
2024-08-01 19:41:00,Busan,tech,85.5,55,335.0
2024-08-01 19:12:00,Seoul,home,11.1,52,352.0
2024-08-01 22:39:00,Daegu,home,12.8,64,289.0
2024-08-01 21:51:00,Busan,food,46.7,51,173.0
2024-08-01 17:00:00,Seoul,tech,82.8,64,109.0
2024-08-01 10:22:00,Gwangju,tech,73.1,55,263.0
2024-08-01 15:43:00,Seoul,fashion,94.3,57,336.0
2024-08-01 19:57:00,Seoul,home,10.5,49,432.0
2024-08-01 21:19:00,Incheon,food,60.4,48,75.0
2024-08-01 11:54:00,Seoul,food,31.7,49,302.0
2024-08-01 19:10:00,Daegu,tech,57.4,39,481.0
2024-08-01 22:51:00,Gwangju,home,11.0,63,141.0
2024-08-01 20:57:00,Busan,home,20.3,34,159.0
2024-08-01 18:37:00,Gwangju,food,25.9,39,253.0
2024-08-01 14:46:00,Busan,fashion,76.9,57,248.0
