item_id,order_id,product_id,quantity,unit_price,item_discount,line_total
9923,3907,908,4,321000,0,1284000
9924,3908,513,1,203900,0,203900
9925,3908,1529,3,10500,4500,27000
9926,3908,1568,4,37100,25000,123400
9927,3909,875,2,8200,0,16400
9928,3909,1818,4,17500,0,70000
9929,3910,1066,4,30000,0,120000
9930,3911,1235,4,3800,0,15200
9931,3911,1358,3,7200,0,21600
9932,3912,1053,4,10500,0,42000
9933,3913,1189,4,12200,0,48800
9934,3913,1157,2,14900,4700,25100
9935,3914,1724,3,34800,0,104400
9936,3915,604,2,2900,0,5800
9937,3916,1762,4,35600,0,142400
9938,3916,1681,1,34500,0,34500
9939,3916,1285,1,616600,0,616600
9940,3916,316,1,20800,2300,18500
9941,3916,384,4,375300,193600,1307600
9942,3916,1645,1,397300,0,397300
9943,3916,509,4,812800,0,3251200
9944,3917,1449,1,849300,0,849300
9945,3917,1682,3,3400,0,10200
9946,3917,1878,3,3300,1200,8700
9947,3918,984,1,22100,0,22100
9948,3918,292,1,10400,0,10400
9949,3919,1745,1,14000,1600,12400
9950,3919,651,2,25100,0,50200
9951,3919,1917,3,265800,0,797400
9952,3920,1147,1,8600,0,8600
9953,3921,815,3,21600,0,64800
9954,3922,468,2,23300,0,46600
9955,3922,1801,4,72800,0,291200
9956,3922,1933,1,2100,0,2100
9957,3922,507,2,9400,0,18800
9958,3923,1890,3,245200,0,735600
9959,3923,579,2,62200,0,124400
9960,3924,962,2,613600,0,1227200
9961,3925,1063,3,3500,800,9700
9962,3925,229,4,39100,0,156400
9963,3925,794,1,3600,0,3600
9964,3925,1085,1,355300,0,355300
9965,3925,149,4,54100,0,216400
9966,3925,1320,1,497400,0,497400
9967,3926,279,4,308000,84700,1147300
9968,3926,1390,4,510700,0,2042800
9969,3926,588,2,28800,0,57600
9970,3926,1709,4,4600,0,18400
9971,3927,1991,4,3700,1500,13300
9972,3927,765,4,20300,0,81200
9973,3927,528,1,18100,0,18100
9974,3927,1961,1,17200,1500,15700
9975,3927,1307,1,7000,900,6100
9976,3928,429,2,15600,4800,26400
9977,3929,1574,4,14300,0,57200
9978,3930,483,2,17100,0,34200
9979,3930,830,2,7800,0,15600
9980,3930,1668,4,55500,0,222000
9981,3931,55,4,17600,8000,62400
9982,3932,191,1,54200,0,54200
9983,3933,1445,2,451600,0,903200
9984,3934,1625,1,504100,0,504100
9985,3935,738,1,1315800,0,1315800
9986,3936,1080,2,3300,400,6200
9987,3937,1403,2,2700,0,5400
9988,3937,1402,4,17900,0,71600
9989,3938,904,1,2400,100,2300
9990,3938,88,4,9500,2700,35300
9991,3938,767,4,14700,0,58800
9992,3938,78,2,43200,0,86400
9993,3939,1531,3,12300,0,36900
9994,3939,1513,2,19500,0,39000
9995,3939,771,2,29500,0,59000
9996,3940,1799,1,32000,0,32000
9997,3940,470,2,8300,2800,13800
9998,3941,1289,2,12400,0,24800
9999,3941,1665,3,26500,0,79500
10000,3942,760,2,21000,0,42000
10001,3942,584,3,11600,0,34800
10002,3942,468,3,22800,0,68400
10003,3943,773,1,40600,0,40600
10004,3944,1836,4,22300,0,89200
10005,3944,495,1,2800,100,2700
10006,3945,1093,3,51100,22400,130900
10007,3945,1069,4,13000,8100,43900
10008,3946,743,3,58300,0,174900
10009,3946,1745,4,13200,0,52800
10010,3947,660,3,9600,0,28800
10011,3947,1963,1,9600,0,9600
10012,3948,1809,4,537300,0,2149200
10013,3949,770,1,4400,300,4100
10014,3949,143,2,22200,0,44400
10015,3949,1096,4,11700,0,46800
10016,3950,854,4,18600,0,74400
10017,3951,1391,4,7700,0,30800
10018,3952,1729,4,2200,0,8800
10019,3952,1374,2,21900,5100,38700
10020,3952,454,4,10500,0,42000
10021,3952,1706,4,22000,0,88000
10022,3953,459,4,41700,0,166800
10023,3954,653,2,23600,0,47200
10024,3954,1144,3,12500,6600,30900
10025,3955,1991,3,3700,0,11100
10026,3955,919,3,1079600,0,3238800
10027,3955,1135,2,6000,700,11300
10028,3956,1643,1,8300,700,7600
10029,3956,1167,4,20200,9300,71500
10030,3957,1038,3,452100,0,1356300
10031,3957,1613,4,19900,0,79600
10032,3957,1795,3,16600,7100,42700
10033,3958,644,3,11700,0,35100
10034,3958,1950,2,12600,1600,23600
10035,3958,1944,2,688900,0,1377800
10036,3959,1646,1,2700,0,2700
10037,3960,824,3,169900,0,509700
10038,3960,1608,4,3700,0,14800
10039,3961,1322,3,4000,2000,10000
10040,3961,659,1,1600,0,1600
10041,3962,1263,3,11000,0,33000
10042,3963,1795,2,16500,0,33000
10043,3963,661,4,2600,0,10400
10044,3964,338,4,5100,3300,17100
10045,3964,447,2,86200,0,172400
10046,3965,1446,4,40700,0,162800
10047,3965,1037,3,13800,0,41400
10048,3966,921,3,11400,0,34200
10049,3966,1038,3,420900,0,1262700
10050,3966,1339,2,11100,0,22200
10051,3966,1060,4,60300,20500,220700
10052,3967,1778,2,13300,0,26600
10053,3967,544,3,306800,0,920400
10054,3967,1170,4,240300,0,961200
10055,3968,90,2,358100,87500,628700
10056,3968,1324,3,2900,0,8700
10057,3968,471,2,143200,0,286400
10058,3969,473,1,58500,0,58500
10059,3969,1235,1,3700,0,3700
10060,3969,1744,3,7700,2900,20200
10061,3969,221,2,4700,0,9400
10062,3970,1960,4,14200,0,56800
10063,3970,505,4,5000,0,20000
10064,3971,960,3,8600,3500,22300
10065,3971,629,1,42600,3100,39500
10066,3972,294,2,7800,0,15600
10067,3972,1548,3,35300,10600,95300
10068,3972,822,1,4300,400,3900
10069,3973,1839,4,5600,0,22400
10070,3974,388,4,6600,0,26400
10071,3975,604,4,2800,0,11200
10072,3975,501,2,11300,0,22600
10073,3976,698,1,42400,0,42400
10074,3977,248,3,156000,36000,432000
10075,3977,1250,4,15900,3900,59700
10076,3977,621,4,9500,0,38000
10077,3978,1344,2,240600,0,481200
10078,3978,268,4,2700,1600,9200
10079,3978,1742,1,328000,0,328000
10080,3978,222,2,31400,3500,59300
10081,3979,1192,2,386100,0,772200
10082,3980,1354,3,24500,0,73500
10083,3980,626,4,17100,0,68400
10084,3981,859,1,6000,0,6000
10085,3981,1137,1,7500,0,7500
10086,3982,221,4,4500,2200,15800
10087,3983,168,2,239500,0,479000
10088,3983,281,3,9800,0,29400
10089,3983,1217,1,29500,0,29500
10090,3984,700,1,19700,0,19700
10091,3985,1727,4,45400,29700,151900
10092,3986,1252,3,2600,900,6900
10093,3986,170,4,27600,17600,92800
10094,3987,1572,3,411200,0,1233600
10095,3988,1714,1,198700,0,198700
10096,3989,1689,3,42800,0,128400
10097,3989,1150,4,12100,0,48400
10098,3990,314,3,4700,700,13400
10099,3990,1367,4,7400,0,29600
10100,3991,174,1,32000,0,32000
10101,3991,215,2,2300,0,4600
10102,3991,47,3,23700,0,71100
10103,3991,275,3,15400,0,46200
10104,3992,1125,4,15100,0,60400
10105,3992,1837,2,1900,0,3800
10106,3992,1520,1,9900,0,9900
10107,3993,498,1,2100,0,2100
10108,3993,163,1,29000,0,29000
10109,3993,1025,4,6700,0,26800
10110,3993,424,1,5600,400,5200
10111,3994,66,2,6900,0,13800
10112,3994,240,4,166900,0,667600
10113,3994,37,1,30300,0,30300
10114,3994,240,1,160700,0,160700
10115,3995,1371,2,13800,0,27600
10116,3996,1746,2,3600,0,7200
10117,3997,1864,1,14700,0,14700
10118,3997,926,4,11700,0,46800
10119,3997,1094,4,4400,1000,16600
10120,3997,669,4,7900,4800,26800
10121,3997,1843,4,12800,0,51200
10122,3998,1791,3,23300,5900,64000
10123,3998,1649,4,51000,0,204000
10124,3998,1866,4,11100,0,44400
10125,3999,902,2,24000,2800,45200
10126,3999,1318,3,144400,59700,373500
10127,4000,1455,1,23900,2500,21400
10128,4001,1814,3,439600,0,1318800
10129,4001,945,4,4200,0,16800
10130,4002,690,4,42100,16100,152300
10131,4002,132,4,28600,0,114400
10132,4002,193,1,126700,12900,113800
10133,4003,48,4,40100,0,160400
10134,4004,372,1,173500,0,173500
10135,4005,686,4,463800,0,1855200
10136,4006,212,3,613500,0,1840500
10137,4007,799,1,38200,0,38200
10138,4007,1773,2,3100,600,5600
10139,4007,1522,4,217300,0,869200
10140,4007,23,1,14300,0,14300
10141,4008,643,1,257000,0,257000
10142,4008,683,2,3300,0,6600
10143,4009,945,2,4200,0,8400
10144,4009,1102,1,9700,0,9700
10145,4009,1978,3,11300,0,33900
10146,4010,158,1,15100,0,15100
10147,4010,1293,3,370000,0,1110000
10148,4010,1544,4,3000,0,12000
10149,4011,1289,3,12300,0,36900
10150,4011,1360,1,516700,0,516700
10151,4011,1883,4,44600,0,178400
10152,4012,1919,2,2100,0,4200
10153,4012,1534,3,8700,2700,23400
10154,4012,1099,3,29100,0,87300
10155,4013,719,4,20000,0,80000
10156,4014,613,3,375500,148300,978200
10157,4014,311,1,18500,0,18500
10158,4014,776,4,4000,0,16000
10159,4014,571,2,14400,0,28800
10160,4014,881,4,13500,0,54000
10161,4015,1198,3,9900,0,29700
10162,4015,602,4,25800,17400,85800
10163,4015,1401,1,29100,4900,24200
10164,4016,876,2,34600,0,69200
10165,4016,1188,3,8100,2900,21400
10166,4017,201,4,16400,0,65600
10167,4017,1684,2,17000,4400,29600
10168,4017,6,2,35300,0,70600
10169,4018,241,1,5400,0,5400
10170,4018,1993,2,14100,0,28200
10171,4018,23,2,14300,3100,25500
10172,4018,1771,2,8500,0,17000
10173,4019,723,1,25700,0,25700
10174,4019,1265,2,384500,58800,710200
10175,4020,460,2,45000,0,90000
10176,4020,1359,4,407900,269700,1361900
10177,4020,736,2,519300,0,1038600
10178,4020,1731,2,7900,0,15800
10179,4021,1797,4,11000,0,44000
10180,4022,995,2,17800,0,35600
10181,4022,99,1,5200,700,4500
10182,4022,1964,4,561400,384800,1860800
10183,4023,1698,3,48200,0,144600
10184,4023,22,1,4800,0,4800
10185,4023,1164,4,20300,0,81200
10186,4023,1306,3,3600,0,10800
10187,4023,639,2,2200,0,4400
10188,4024,604,1,2700,0,2700
10189,4024,96,3,27500,0,82500
10190,4024,1753,2,30800,0,61600
10191,4024,199,1,530500,79200,451300
10192,4024,33,2,13900,0,27800
10193,4025,1441,4,26500,0,106000
10194,4025,44,4,60900,0,243600
10195,4026,32,4,50400,0,201600
10196,4027,368,3,3000,0,9000
10197,4028,848,4,9400,0,37600
10198,4028,928,1,24400,0,24400
10199,4029,813,1,56400,6400,50000
10200,4029,188,2,8300,1800,14800
10201,4030,338,1,4700,0,4700
10202,4031,1456,1,5600,0,5600
10203,4031,1693,4,38400,0,153600
10204,4032,629,2,44500,0,89000
10205,4032,542,2,7100,1000,13200
10206,4033,503,3,223400,0,670200
10207,4033,1263,1,11000,0,11000
10208,4034,1686,2,87300,0,174600
10209,4034,1820,4,20900,0,83600
10210,4035,835,1,22200,0,22200
10211,4035,1720,1,4800,0,4800
10212,4035,38,4,4500,1200,16800
10213,4036,978,3,10800,0,32400
10214,4037,1131,4,23800,7200,88000
10215,4037,456,1,13500,1800,11700
10216,4037,1149,4,48600,0,194400
10217,4037,1931,1,238800,16900,221900
10218,4037,843,1,1800,0,1800
10219,4038,415,2,13100,0,26200
10220,4039,533,2,5200,0,10400
10221,4039,758,3,15100,0,45300
10222,4039,1337,2,18500,0,37000
10223,4040,1802,2,441700,0,883400
10224,4040,1267,4,43000,0,172000
10225,4040,1982,4,14100,0,56400
10226,4041,444,1,299400,0,299400
10227,4041,1734,4,90700,0,362800
10228,4041,1904,3,373400,158900,961300
10229,4041,1787,3,15000,0,45000
10230,4041,347,3,21100,6800,56500
10231,4042,669,2,7400,0,14800
10232,4043,4,2,67200,0,134400
10233,4043,996,4,19100,13200,63200
10234,4044,1263,3,10700,0,32100
10235,4044,1887,3,29600,10400,78400
10236,4044,1728,3,3100,0,9300
10237,4044,878,3,2600,0,7800
10238,4044,550,2,28100,0,56200
10239,4044,1572,3,449700,0,1349100
10240,4044,504,3,2100,0,6300
10241,4044,977,2,13900,4300,23500
10242,4045,799,1,38500,0,38500
10243,4045,1104,4,355400,0,1421600
10244,4046,1746,2,3600,0,7200
10245,4046,331,4,9100,0,36400
10246,4046,319,3,4800,0,14400
10247,4046,1302,3,163900,45600,446100
10248,4047,1159,1,7100,300,6800
10249,4048,748,4,364500,0,1458000
10250,4049,1421,1,12800,0,12800
10251,4049,835,3,23900,9600,62100
10252,4050,77,3,4000,2000,10000
10253,4050,890,4,213800,0,855200
10254,4051,489,2,20500,2800,38200
10255,4051,307,2,9100,0,18200
10256,4051,1907,2,445100,0,890200
10257,4052,791,1,318700,0,318700
10258,4052,474,4,10200,0,40800
10259,4053,494,2,10600,0,21200
10260,4053,409,2,13800,0,27600
10261,4054,1807,3,718800,0,2156400
10262,4054,1917,2,282500,0,565000
10263,4054,116,1,8600,0,8600
10264,4054,1853,1,9100,1300,7800
10265,4055,288,3,1300,0,3900
10266,4055,276,1,20400,0,20400
10267,4056,1469,4,17700,11500,59300
10268,4056,736,4,499200,258200,1738600
10269,4056,547,4,455900,294500,1529100
10270,4056,665,1,8100,0,8100
10271,4057,1035,4,14100,0,56400
10272,4057,1631,4,23800,0,95200
10273,4058,1958,4,505200,0,2020800
10274,4059,254,4,4900,1800,17800
10275,4059,1230,2,17900,0,35800
10276,4059,1356,2,14200,0,28400
10277,4059,47,4,23900,7200,88400
10278,4059,90,1,337100,0,337100
10279,4060,1436,4,25200,0,100800
10280,4061,228,2,2200,0,4400
10281,4061,1079,1,32400,0,32400
10282,4061,178,2,380400,75600,685200
10283,4061,813,4,57200,36400,192400
10284,4062,1720,2,4600,0,9200
10285,4063,1883,2,43300,0,86600
10286,4063,1538,3,516000,95300,1452700
10287,4063,616,1,1053700,0,1053700
10288,4063,973,4,21000,0,84000
10289,4063,969,3,37500,0,112500
10290,4063,1064,1,356900,0,356900
10291,4063,234,2,3100,0,6200
10292,4064,1855,2,30600,0,61200
10293,4064,1673,4,20300,10100,71100
10294,4065,1308,3,512400,0,1537200
10295,4065,1658,1,891500,0,891500
10296,4065,1977,3,1847200,0,5541600
10297,4065,107,1,3600,0,3600
10298,4066,408,3,1800,0,5400
10299,4066,160,4,12800,0,51200
10300,4066,99,4,5500,0,22000
10301,4066,657,1,435800,0,435800
10302,4067,26,2,2600,0,5200
10303,4067,1027,3,10700,4500,27600
10304,4068,1120,2,16100,0,32200
10305,4068,1002,4,30100,16400,104000
10306,4069,841,2,10400,0,20800
10307,4069,1707,4,18100,0,72400
10308,4070,1306,4,3400,0,13600
10309,4070,1268,1,212600,0,212600
10310,4070,580,4,37200,16700,132100
10311,4070,1911,1,29100,0,29100
10312,4070,1551,4,13700,8000,46800
10313,4071,575,4,44400,0,177600
10314,4071,1852,3,12100,0,36300
10315,4072,1042,3,17500,0,52500
10316,4073,1735,2,20700,0,41400
10317,4073,775,3,292300,0,876900
10318,4073,1988,3,1013800,253500,2787900
10319,4073,132,3,29500,0,88500
10320,4074,1910,4,19700,0,78800
10321,4074,185,1,36100,5700,30400
10322,4075,1781,1,57000,0,57000
10323,4076,1591,2,13900,0,27800
10324,4076,377,2,19100,0,38200
10325,4077,395,2,1800,0,3600
10326,4077,1446,3,41300,0,123900
10327,4077,1774,4,61600,0,246400
10328,4077,1461,3,8600,0,25800
10329,4077,1802,3,456000,0,1368000
10330,4077,1089,4,7100,0,28400
10331,4078,1780,3,155900,0,467700
10332,4078,1948,4,24300,11800,85400
10333,4078,1401,2,29700,0,59400
10334,4079,1658,2,894700,0,1789400
10335,4079,1819,1,4000,0,4000
10336,4079,584,2,10700,0,21400
10337,4080,1472,2,8200,900,15500
10338,4080,298,4,25100,17900,82500
10339,4080,1518,3,40200,0,120600
10340,4080,933,1,781500,0,781500
10341,4081,288,3,1400,0,4200
10342,4081,1124,2,14700,4600,24800
10343,4081,1132,4,64400,37500,220100
10344,4081,924,4,17100,0,68400
10345,4081,1173,2,45000,14400,75600
10346,4081,515,4,21200,0,84800
10347,4081,1680,4,24200,9800,87000
10348,4082,1952,4,32200,0,128800
10349,4082,506,2,7800,0,15600
10350,4083,1712,2,33600,0,67200
10351,4083,136,1,16300,2300,14000
10352,4083,712,4,465700,0,1862800
10353,4084,821,4,15100,0,60400
10354,4084,1205,3,9000,0,27000
10355,4085,543,4,12000,0,48000
10356,4086,1712,3,33600,0,100800
10357,4086,1897,1,51400,0,51400
10358,4087,1709,4,4600,0,18400
10359,4087,1557,1,14800,2500,12300
10360,4087,1819,3,4000,0,12000
10361,4088,535,4,24800,0,99200
10362,4088,1931,2,225500,0,451000
10363,4088,1672,1,262500,0,262500
10364,4088,919,2,1067100,0,2134200
10365,4088,1450,4,34700,0,138800
10366,4089,613,1,374300,0,374300
10367,4090,1660,2,4700,0,9400
10368,4091,497,4,16900,8400,59200
10369,4092,799,1,40300,0,40300
10370,4092,878,1,2600,0,2600
10371,4093,206,3,4900,0,14700
10372,4093,389,1,1090100,143300,946800
10373,4094,1524,1,24300,0,24300
10374,4094,1790,1,26800,3800,23000
10375,4094,592,1,2800,0,2800
10376,4095,909,3,948500,0,2845500
10377,4096,2000,1,107100,0,107100
10378,4096,1878,4,3300,2200,11000
10379,4096,1955,3,13400,5200,35000
10380,4096,789,4,81900,0,327600
10381,4096,1848,1,15000,0,15000
10382,4097,237,1,18400,0,18400
10383,4097,189,3,9600,0,28800
10384,4098,1218,4,8600,0,34400
10385,4098,27,3,6600,2800,17000
10386,4098,1116,2,25300,0,50600
10387,4098,562,4,2300,0,9200
10388,4098,438,3,369900,66700,1043000
10389,4098,788,3,23800,0,71400
10390,4098,195,3,8900,0,26700
10391,4099,788,1,24500,0,24500
10392,4100,1246,1,441400,0,441400
10393,4101,14,3,3000,600,8400
10394,4101,851,2,13300,0,26600
10395,4102,521,4,43600,0,174400
10396,4102,1955,4,13400,0,53600
10397,4102,57,4,17400,0,69600
10398,4102,1899,2,29300,0,58600
10399,4103,350,4,922400,0,3689600
10400,4104,1615,1,20500,0,20500
10401,4104,573,4,4200,0,16800
10402,4104,714,3,575500,0,1726500
10403,4104,118,4,22600,12200,78200
10404,4104,1508,3,17300,4800,47100
10405,4105,745,3,239500,119200,599300
10406,4106,496,2,20500,0,41000
10407,4106,708,4,3200,1400,11400
10408,4107,238,4,8400,4400,29200
10409,4107,1105,4,61900,0,247600
10410,4108,1206,4,19000,0,76000
10411,4108,346,2,6200,0,12400
10412,4109,1541,4,185400,0,741600
10413,4109,837,3,16000,0,48000
10414,4110,1993,4,15200,0,60800
10415,4110,107,4,3600,0,14400
10416,4110,194,2,1300,0,2600
10417,4110,775,1,279300,0,279300
10418,4111,763,2,3900,0,7800
10419,4111,1137,1,7700,500,7200
10420,4111,1157,1,14900,0,14900
10421,4111,1563,4,15200,0,60800
10422,4111,1897,1,50100,0,50100
10423,4111,1746,2,3600,0,7200
10424,4112,1831,3,70200,0,210600
10425,4112,1693,1,37700,0,37700
10426,4113,255,1,5600,0,5600
10427,4113,18,3,7200,0,21600
10428,4113,1711,4,26100,0,104400
10429,4114,1953,4,57300,0,229200
10430,4115,921,4,12100,0,48400
10431,4115,1516,4,5300,0,21200
10432,4115,624,3,32000,0,96000
10433,4115,405,1,147200,11400,135800
10434,4116,1843,3,12300,0,36900
10435,4116,31,4,381300,117500,1407700
10436,4116,45,4,21000,0,84000
10437,4116,1220,3,1202200,0,3606600
10438,4117,1684,2,16200,0,32400
10439,4117,53,3,33100,6500,92800
10440,4117,807,3,7300,0,21900
10441,4117,789,1,76900,0,76900
10442,4117,1661,2,7000,0,14000
10443,4118,1246,1,456700,0,456700
10444,4118,1661,2,6900,0,13800
10445,4118,1384,1,28200,3700,24500
10446,4119,1310,4,53800,32300,182900
10447,4119,80,1,1377100,0,1377100
10448,4119,1705,4,751300,0,3005200
10449,4119,1133,1,38200,0,38200
10450,4120,1558,4,438900,0,1755600
10451,4120,123,2,9700,1500,17900
10452,4121,213,1,12100,0,12100
10453,4121,612,1,63800,0,63800
10454,4121,1814,1,445100,0,445100
10455,4121,1960,1,14500,0,14500
10456,4121,470,1,7600,1100,6500
10457,4122,816,3,8300,0,24900
10458,4123,897,3,36200,12600,96000
10459,4124,835,3,23700,0,71100
10460,4124,1709,2,4500,1100,7900
10461,4124,800,4,2200,0,8800
10462,4124,1107,2,6600,700,12500
10463,4124,1791,3,22300,0,66900
10464,4125,790,3,10100,0,30300
10465,4125,1143,1,11500,600,10900
10466,4126,884,4,193500,0,774000
10467,4127,474,4,11200,0,44800
10468,4127,628,3,4300,0,12900
10469,4127,1778,4,12000,7600,40400
10470,4128,1490,4,97100,0,388400
10471,4129,1432,1,21700,0,21700
10472,4130,999,3,32200,0,96600
10473,4130,658,4,4400,0,17600
10474,4131,871,1,31700,0,31700
10475,4131,1841,3,17300,4700,47200
10476,4131,29,1,21500,0,21500
10477,4131,1358,4,6800,0,27200
10478,4132,2,2,8900,0,17800
10479,4132,258,3,1445200,0,4335600
10480,4132,1040,1,590100,0,590100
10481,4132,1644,2,5900,600,11200
10482,4133,1903,1,877600,0,877600
10483,4134,1327,4,59400,0,237600
10484,4135,1502,4,2115700,0,8462800
10485,4136,1734,4,97300,0,389200
10486,4137,1155,2,33200,0,66400
10487,4138,1526,1,12200,0,12200
10488,4139,1389,4,64900,0,259600
10489,4139,1089,4,7500,0,30000
10490,4139,740,4,6500,0,26000
10491,4139,1366,4,8400,2700,30900
10492,4139,425,3,14700,0,44100
10493,4139,889,4,11500,6000,40000
10494,4139,1880,3,38300,0,114900
10495,4140,1747,3,4400,0,13200
10496,4141,1599,1,32600,0,32600
10497,4142,906,3,13000,4600,34400
10498,4142,610,2,10500,0,21000
10499,4142,1858,4,8400,2400,31200
10500,4143,649,2,39400,0,78800
10501,4143,685,3,2800,0,8400
10502,4144,1885,1,47800,0,47800
10503,4144,553,1,55900,2900,53000
10504,4144,645,2,60200,0,120400
10505,4144,7,3,2500,0,7500
10506,4144,1682,1,3600,0,3600
10507,4145,1193,4,622500,0,2490000
10508,4145,1837,4,1900,0,7600
10509,4145,1155,3,34400,0,103200
10510,4145,1960,2,13700,0,27400
10511,4146,1851,4,10400,0,41600
10512,4147,1246,3,445800,0,1337400
10513,4148,1788,3,2000,0,6000
10514,4149,1573,2,22400,0,44800
10515,4150,1017,3,18300,0,54900
10516,4151,1291,1,5400,0,5400
10517,4151,1819,3,4000,0,12000
10518,4151,832,1,34900,0,34900
10519,4151,77,1,4000,0,4000
10520,4151,920,4,465500,0,1862000
10521,4152,1785,1,18400,1900,16500
10522,4153,386,2,56800,0,113600
10523,4154,613,2,385600,0,771200
10524,4155,511,2,2700,0,5400
10525,4156,652,2,27400,0,54800
10526,4156,150,2,19100,0,38200
10527,4156,53,4,33400,0,133600
10528,4156,1098,3,2800,0,8400
10529,4157,233,1,4500,600,3900
10530,4158,817,3,11300,0,33900
10531,4158,1316,3,80000,0,240000
10532,4159,127,1,365700,19400,346300
10533,4159,1171,4,70800,0,283200
10534,4159,1107,4,6400,2600,23000
10535,4160,455,1,30300,0,30300
10536,4160,1993,2,14600,0,29200
10537,4160,1916,1,18700,900,17800
10538,4161,1082,1,14100,0,14100
10539,4161,1809,4,562000,342200,1905800
10540,4162,1359,3,390800,0,1172400
10541,4162,595,1,46500,0,46500
10542,4162,202,3,5600,1800,15000
10543,4162,1921,1,488000,0,488000
10544,4163,1265,3,397600,0,1192800
10545,4163,1698,1,50100,0,50100
10546,4163,917,4,22300,0,89200
10547,4164,1600,4,7800,0,31200
10548,4165,1339,2,11000,0,22000
10549,4166,1921,4,502300,199100,1810100
10550,4166,1705,4,788200,0,3152800
10551,4166,755,1,20900,0,20900
10552,4166,886,3,1600,0,4800
10553,4167,89,4,478100,0,1912400
10554,4167,299,1,9900,0,9900
10555,4167,744,1,47600,2700,44900
10556,4167,1748,4,19800,0,79200
10557,4168,448,3,28500,0,85500
10558,4169,1534,2,8700,0,17400
10559,4169,1664,1,276100,0,276100
10560,4169,960,2,8100,0,16200
10561,4169,1526,3,12700,2400,35700
10562,4169,941,4,3300,0,13200
10563,4170,335,3,24000,0,72000
10564,4170,108,2,17200,3700,30700
10565,4170,1052,4,43000,0,172000
10566,4170,1694,3,21300,9100,54800
10567,4171,1702,2,37700,0,75400
10568,4171,141,4,14600,10200,48200
10569,4171,1139,1,10000,0,10000
10570,4172,1680,2,22300,6000,38600
10571,4172,104,3,18700,0,56100
10572,4173,1594,3,14700,0,44100
10573,4174,506,1,8100,1300,6800
10574,4175,453,2,285300,0,570600
10575,4175,1698,4,51600,0,206400
10576,4175,1921,4,492400,145900,1823700
10577,4176,1429,2,35500,12500,58500
10578,4176,69,1,349800,0,349800
10579,4176,163,3,29900,0,89700
10580,4177,597,4,5100,2100,18300
10581,4177,1877,3,312800,0,938400
10582,4178,650,4,312700,0,1250800
10583,4179,319,1,4600,0,4600
10584,4179,86,2,35200,0,70400
10585,4180,1152,4,303700,71900,1142900
10586,4180,1773,2,3100,0,6200
10587,4180,1137,2,7400,0,14800
10588,4180,520,3,435600,0,1306800
10589,4181,1877,3,307800,0,923400
10590,4181,587,4,35500,0,142000
10591,4181,1276,4,39400,8600,149000
10592,4182,1135,1,6100,0,6100
10593,4182,346,2,6600,0,13200
10594,4182,1191,1,340200,57600,282600
10595,4183,1869,4,46900,30900,156700
10596,4183,262,2,50700,0,101400
10597,4183,1038,3,443300,116200,1213700
10598,4183,871,3,31200,16100,77500
10599,4183,680,2,25800,0,51600
10600,4184,1720,4,4700,0,18800
10601,4185,736,1,526800,0,526800
10602,4185,972,1,144500,0,144500
10603,4185,1166,1,32000,3700,28300
10604,4186,736,4,552300,0,2209200
10605,4186,1823,2,4100,0,8200
10606,4186,362,4,22300,9500,79700
10607,4186,218,4,11000,0,44000
10608,4187,42,4,539800,0,2159200
10609,4187,1327,3,56300,22500,146400
10610,4188,1627,4,19200,0,76800
10611,4188,33,3,13500,0,40500
10612,4188,342,2,292600,94200,491000
10613,4188,269,1,6200,0,6200
10614,4188,1063,4,3300,0,13200
10615,4189,1252,3,2500,0,7500
10616,4190,360,2,227100,0,454200
10617,4191,1223,2,7700,0,15400
10618,4191,1222,2,16900,0,33800
10619,4191,617,1,943100,0,943100
10620,4192,1612,2,680800,0,1361600
10621,4192,1461,2,8900,0,17800
10622,4193,386,4,56100,20300,204100
10623,4193,533,4,5200,0,20800
10624,4193,313,3,18700,0,56100
10625,4194,470,3,7800,2900,20500
10626,4194,635,1,39200,0,39200
10627,4194,1331,3,94100,32200,250100
10628,4195,436,1,19100,3200,15900
10629,4195,652,2,26500,0,53000
10630,4195,431,3,13000,4000,35000
10631,4196,789,2,76200,10000,142400
10632,4197,1242,1,3100,0,3100
10633,4197,1090,4,9700,0,38800
10634,4197,1800,1,39000,0,39000
10635,4197,1722,1,12100,700,11400
10636,4197,1584,2,257700,36400,479000
10637,4197,1034,4,24200,0,96800
10638,4198,645,4,58800,0,235200
10639,4198,1334,1,6200,400,5800
10640,4199,1998,3,7300,2400,19500
10641,4199,550,4,28000,0,112000
10642,4200,1332,4,434800,0,1739200
10643,4200,1917,1,281800,38000,243800
10644,4201,901,1,160300,9300,151000
10645,4202,854,3,18200,2900,51700
10646,4202,1929,2,450700,68900,832500
10647,4202,909,4,1028900,554900,3560700
10648,4202,294,2,8100,0,16200
10649,4203,318,1,20200,0,20200
10650,4203,369,2,2200,0,4400
10651,4204,630,4,14100,0,56400
10652,4204,1786,3,352200,150800,905800
10653,4204,930,2,599300,76100,1122500
10654,4205,2000,4,108400,0,433600
10655,4206,1328,3,39400,0,118200
10656,4206,1605,4,339100,0,1356400
10657,4206,1733,4,28700,0,114800
10658,4207,1717,1,4500,0,4500
10659,4207,631,2,17400,0,34800
10660,4207,582,4,15700,8000,54800
10661,4207,1718,2,793600,0,1587200
10662,4207,533,2,5100,0,10200
10663,4207,1583,1,23900,0,23900
